Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
22 U.S.C. § 2778(e),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).",1,NAVY,3
22 U.S.C. § 2778(e),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).",1,OSD/JS,3
26 U.S.C. § 6103,Confidentiality and Disclosure of Returns and Return Information.,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",3,NSA,3
35 U.S.C. § 122,Confidentiality Status of Patent Applications.,"Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979).",1,OSD/JS,1
41 U.S.C. § 423(a)(1),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",2,AF,28
41 U.S.C. § 423(a)(1),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",7,ARMY,28
41 U.S.C. § 423(a)(1),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",3,DISA,28
41 U.S.C. § 423(a)(1),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",12,NAVY,28
41 U.S.C. § 423(a)(1),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",2,OSD/JS,28
41 U.S.C. § 423(a)(1),Contractor bid or proposal information; source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",2,TRANSCOM,28
"42 U.S.C. § 2162(a), 42 U.S.C. § 2168(a)(1)©",Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",32,AF,38
"42 U.S.C. § 2162(a), 42 U.S.C. § 2168(a)(1)©",Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",1,ARMY,38
"42 U.S.C. § 2162(a), 42 U.S.C. § 2168(a)(1)©",Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",1,NAVY,38
"42 U.S.C. § 2162(a), 42 U.S.C. § 2168(a)(1)©",Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",3,OSD/JS,38
"42 U.S.C. § 2162(a), 42 U.S.C. § 2168(a)(1)©",Information regarding atomic energy:  Restricted and Formerly Restricted Data,"Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff?d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",1,STRATCOM,38
50 U.S.C. § 402 note,Information pertaining to the functiions or informatiion of NSA; certain information pertaining to NSA employees,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1,AF,1390
50 U.S.C. § 402 note,Information pertaining to the functiions or informatiion of NSA; certain information pertaining to NSA employees,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",23,ARMY,1390
50 U.S.C. § 402 note,Information pertaining to the functiions or informatiion of NSA; certain information pertaining to NSA employees,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",3,CENTCOM,1390
50 U.S.C. § 402 note,Information pertaining to the functiions or informatiion of NSA; certain information pertaining to NSA employees,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1362,NSA,1390
50 U.S.C. § 402 note,Information pertaining to the functiions or informatiion of NSA; certain information pertaining to NSA employees,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1,OSD/JS,1390
50 U.S.C. § 403(g),"Certain information pertaining to CIA employees, specifically; the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",1,AF,23
50 U.S.C. § 403(g),"Certain information pertaining to CIA employees, specifically; the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",9,DIA,23
50 U.S.C. § 403(g),"Certain information pertaining to CIA employees, specifically; the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",11,OSD/JS,23
50 U.S.C. § 403(g),"Certain information pertaining to CIA employees, specifically; the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",1,SOCOM,23
50 U.S.C. § 403(g),"Certain information pertaining to CIA employees, specifically; the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",1,TRANSCOM,23
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",6,AF,2034
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",793,DIA,2034
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",3,NAVY,2034
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",192,NRO,2034
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",1035,NSA,2034
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",3,CENTCOM,2034
50 U.S.C. § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",2,OSD/JS,2034
50 U.S.C. § 421,"Identities of US undercover intelligence officers, agents, informants and sources",No,1,OSD/JS,4
50 U.S.C. § 421,"Identities of US undercover intelligence officers, agents, informants and sources",No,1,SOCOM,4
50 U.S.C. § 421,"Identities of US undercover intelligence officers, agents, informants and sources",No,2,PACOM,4
50 U.S.C. § 432b,NSA operational files,No,2,NSA,2
50 U.S.C. § 435 note,"Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (""McCain Bill"")",No,1,NSA,4
50 U.S.C. § 435 note,"Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (""McCain Bill"")",No,3,OSD/JS,4
