Agency,Average Number of Days,Component,Highest Number of Days,Lowest Number of Days,Median Number of Days,Year
FLRA,0.0,DERO,0.0,0.0,0.0,2015
FLRA,0.0,SFRO,0.0,0.0,0.0,2015
FLRA,0.0,WARO,0.0,0.0,0.0,2015
FMC,0.0,FMC,0.0,0.0,0.0,2015
FMCS,0.0,FMCS,0.0,0.0,0.0,2015
FMSHRC,0.0,FMSHRC,0.0,0.0,0.0,2015
FOMC,21.0,FOMC,21.0,21.0,21.0,2015
FRB,51.0,FRB,112.0,16.0,52.0,2015
FRTIB,18.5,FRTIB,28.0,9.0,19.0,2015
FTC,30.0,FTC,43.0,22.0,29.0,2015
GSA,39.95,GSA,126.0,,30.5,2015
HHS,488.0,CMS,996.0,9.0,468.0,2015
HHS,531.0,OS,2746.0,1.0,392.0,2015
HUD,56.82,HQ,421.0,16.0,23.0,2015
HUD,63.0,OIG,167.0,,32.0,2015
HUD,0.0,R01,0.0,0.0,0.0,2015
HUD,0.0,R02,0.0,0.0,0.0,2015
HUD,14.0,R03,14.0,14.0,14.0,2015
HUD,31.5,R04,44.0,19.0,31.5,2015
HUD,10.33,R05,19.0,6.0,6.0,2015
HUD,22.0,R06,22.0,22.0,22.0,2015
HUD,0.0,R07,0.0,0.0,0.0,2015
HUD,65.0,R08,65.0,65.0,65.0,2015
HUD,144.0,R09,270.0,39.0,91.0,2015
HUD,18.0,R0X,20.0,16.0,18.0,2015
IAF,0.0,IAF,0.0,0.0,0.0,2015
IMLS,20.0,IMLS,20.0,20.0,20.0,2015
LSC,8.0,OLA,8.0,8.0,8.0,2015
LSC,0.0,OIG,0.0,0.0,0.0,2015
MCC,0.0,MCC,0.0,0.0,0.0,2015
MSPB,32.4,MSPB,133.0,,10.0,2015
NARA,46.04,NARA,205.0,8.0,29.0,2015
NASA,30.9,OGC,53.0,18.0,26.25,2015
NASA,0.0,OIG,0.0,0.0,0.0,2015
NCPC,0.0,NCPC,0.0,0.0,0.0,2015
NCUA,18.0,NCUA,20.0,14.0,19.0,2015
NEA,0.0,NEA,0.0,0.0,0.0,2015
NEH,13.0,NEH,13.0,13.0,13.0,2015
NIGC,14.0,NIGC,15.0,13.0,14.0,2015
NLRB,27.0,NLRB,61.0,7.0,29.0,2015
NMB,0.0,NMB,0.0,0.0,0.0,2015
NRPC,89.33,NRPC,217.0,25.0,26.0,2015
NSF,91.0,OGC,286.0,18.0,23.0,2015
NSF,0.0,OIG,0.0,0.0,0.0,2015
NTSB,46.2,NTSB,358.0,13.0,17.0,2015
ODNI,459.57,ODNI,1207.0,2.0,350.0,2015
OGE,17.67,OGE,19.0,17.0,17.0,2015
OMB,127.0,OMB,195.0,38.0,149.0,2015
ONDCP,0.0,ONDCP,0.0,0.0,0.0,2015
ONHIR,0.0,ONHIR,0.0,0.0,0.0,2015
OPIC,20.0,OPIC,20.0,20.0,20.0,2015
OPM,84.0,OPM,221.0,21.0,79.0,2015
OSC,356.0,OSC,1335.0,8.0,320.0,2015
OSHRC,0.0,OSHRC,0.0,0.0,0.0,2015
OSTP,32.0,OSTP,43.0,16.0,36.0,2015
PBGC,20.17,PBGC,32.0,10.0,19.5,2015
PC,10.0,FOIA Office,26.0,3.0,8.0,2015
PC,5.0,OIG,5.0,5.0,5.0,2015
PCLOB,10.0,PCLOB,13.0,4.0,13.0,2015
PRC,0.0,PRC,0.0,0.0,0.0,2015
SBA,12.33,SBA,62.0,,1.5,2015
SEC,30.84,SEC,560.0,,13.0,2015
SIGAR,0.0,SIGAR,0.0,0.0,0.0,2015
SSA,42.0,SSA,342.0,1.0,21.0,2015
SSS,0.0,SSS,0.0,0.0,0.0,2015
State,202.51,DoS,1490.13,2.14,129.99,2015
State,0.0,OIG,0.0,0.0,0.0,2015
STB,19.0,STB,19.0,18.0,19.0,2015
Treasury,18.0,BEP,20.0,16.0,18.0,2015
Treasury,435.0,DO,1826.0,21.0,20.0,2015
Treasury,43.0,FinCEN,87.0,14.0,38.0,2015
Treasury,12.43,IRS,46.0,4.0,12.0,2015
Treasury,18.0,MINT,18.0,18.0,18.0,2015
Treasury,27.67,OCC,60.0,10.0,31.0,2015
Treasury,11.0,TIGTA,25.0,2.0,10.0,2015
Treasury,18.5,TTB,19.0,18.0,18.5,2015
Treasury,19.0,Fiscal Service,53.0,4.0,15.0,2015
TVA,17.0,TVA,20.0,3.0,20.0,2015
U.S. CPSC,33.0,U.S. CPSC,46.0,10.0,33.0,2015
U.S. DOL,0.0,ADJ BDS,0.0,0.0,0.0,2015
U.S. DOL,0.0,ALJ,0.0,0.0,0.0,2015
U.S. DOL,0.0,ASP,0.0,0.0,0.0,2015
U.S. DOL,184.5,BLS,365.0,4.0,184.0,2015
U.S. DOL,0.0,CFO,0.0,0.0,0.0,2015
U.S. DOL,181.5,EBSA,425.0,6.0,52.0,2015
U.S. DOL,100.9,ETA,476.0,1.0,26.0,2015
U.S. DOL,0.0,EXEC SEC,0.0,0.0,0.0,2015
U.S. DOL,0.0,ILAB,0.0,0.0,0.0,2015
U.S. DOL,313.4,MSHA,1145.0,3.0,212.0,2015
U.S. DOL,313.4,OASAM,1145.0,3.0,212.0,2015
U.S. DOL,0.0,OCIA,0.0,0.0,0.0,2015
U.S. DOL,0.0,ODEP,0.0,0.0,0.0,2015
U.S. DOL,408.2,OFCCP,658.0,8.0,428.0,2015
U.S. DOL,958.0,OIG,958.0,958.0,958.0,2015
U.S. DOL,233.0,OLMS,470.0,84.0,145.0,2015
U.S. DOL,0.0,OPA,0.0,0.0,0.0,2015
U.S. DOL,0.0,OSEC,0.0,0.0,0.0,2015
U.S. DOL,206.1,OSHA,810.0,1.0,101.0,2015
U.S. DOL,145.1,OWCP,958.0,1.0,57.0,2015
U.S. DOL,39.0,SOL,61.0,17.0,39.0,2015
U.S. DOL,348.5,VETS,648.0,4.0,363.0,2015
U.S. DOL,0.0,WB,0.0,0.0,0.0,2015
U.S. DOL,134.6,WHD,645.0,1.0,46.0,2015
US ADF,0.0,US ADF,0.0,0.0,0.0,2015
US RRB,0.0,OIG,0.0,0.0,0.0,2015
US RRB,0.0,RRB,0.0,0.0,0.0,2015
USAB,27.0,USAB,27.0,27.0,27.0,2015
USAID,274.1,USAID,880.0,23.0,151.0,2015
USCCR,0.0,USCCR,0.0,0.0,0.0,2015
USDA,158.0,AMS,270.0,75.0,129.0,2015
USDA,546.5,APHIS,2108.0,6.0,184.0,2015
USDA,70.0,ASCR,91.0,49.0,70.0,2015
USDA,185.0,FAS,185.0,185.0,185.0,2015
USDA,230.5,FNCS,345.0,84.0,237.0,2015
USDA,196.03,FS,664.0,1.0,131.0,2015
USDA,35.81,FSA,98.0,1.0,37.0,2015
USDA,87.75,FSIS,182.0,6.0,81.0,2015
USDA,175.67,GIPSA,357.0,44.0,126.0,2015
USDA,0.0,NAD,0.0,0.0,0.0,2015
USDA,63.29,NRCS,233.0,4.0,48.0,2015
USDA,0.0,OBPA,0.0,0.0,0.0,2015
USDA,0.0,OCFO,0.0,0.0,0.0,2015
USDA,0.0,OGC,0.0,0.0,0.0,2015
USDA,19.0,OIG,21.0,17.0,20.0,2015
USDA,149.5,OSEC/OCIO/DM,237.0,62.0,149.5,2015
USDA,139.82,RD,888.0,1.0,38.0,2015
USDA,14.0,REE,14.0,14.0,14.0,2015
USDA,715.67,RMA,1014.0,125.0,1008.0,2015
USIBWC,22.0,USIBWC,22.0,22.0,22.0,2015
USITC,25.0,USITC,30.0,20.0,25.0,2015
USNRC,26.0,USNRC,449.0,,20.0,2015
USPS,14.33,OIG,20.0,2.0,17.5,2015
USPS,72.84,PS & PIS,956.0,1.0,66.5,2015
USTDA,0.0,USTDA,0.0,0.0,0.0,2015
USTR,12.0,USTR,22.0,,14.0,2015
VA,177.12,GC,650.0,,142.0,2015
VA,36.77,IG,233.0,1.0,15.0,2015
