Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",9,NSA,323
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",10,OSD/JS,323
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",5,PACOM,323
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",2,SOCOM,323
10 U.S.C. § 424,"Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).",1,TRANSCOM,323
10 U.S.C. § 455,"Maps, charts, and geodetic data",,2,ARMY,10
10 U.S.C. § 455,"Maps, charts, and geodetic data",,1,CENTCOM,10
10 U.S.C. § 455,"Maps, charts, and geodetic data",,3,NAVY,10
10 U.S.C. § 455,"Maps, charts, and geodetic data",,3,NGA,10
10 U.S.C. § 455,"Maps, charts, and geodetic data",,1,PACOM,10
10 U.S.C. § 613a(a),Proceedings from selection and special selection boards for active duty officers and warrant officers,,2,NAVY,2
10 U.S.C. § 1102(National Defense Authorization Act for Fiscal Year 1987),Medical quality assurance records,"Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).",5,AF,24
10 U.S.C. § 1102(National Defense Authorization Act for Fiscal Year 1987),Medical quality assurance records,"Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).",13,ARMY,24
10 U.S.C. § 1102(National Defense Authorization Act for Fiscal Year 1987),Medical quality assurance records,"Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).",3,DHA,24
10 U.S.C. § 1102(National Defense Authorization Act for Fiscal Year 1987),Medical quality assurance records,"Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).",3,NAVY,24
10 U.S.C. § 2371(i),Research Projects: Transactions other than contracts and grants,,1,OSD/JS,1
10 U.S.C. § 2485(h),Commissary commercially valuable information,,1,ARMY,1
10 U.S.C. § 2640(h),Safety-related information voluntarily provided by an air carrier,,1,DIA,1
15 U.S.C. § 6801,Nonpublic personal information of customers of financial institutions.,"Hodes v. HUD, 532 F. Supp. 2d 108, 117 (D.D.C. 2008).",1,ARMY,1
15 U.S.C. § 638 (k)(4),Protects information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases,,2,AF,2
16 U.S.C. § 470w-3 (Archaeological Resources Protection Act of 1979),National historic preservation information,,70,ARMY,70
16 U.S.C. § 5937(National Parks Omnibus Management Act),"Information pertaining to: ""endangered, threatened, rare, or commercially valuable"" National Park System resources; ""mineral or paleontological objects within units of the National Park System""; or ""objects of cultural patrimony within units of the National Park System""","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary  affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 170 F. Supp. 2d 931, 945 (D. Ariz. 2000), aff'd, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep't of Interior, No.1:99CV113, slip op. at 2, 4 (D. Vt. Sept. 17, 1999).",1,ARMY,1
18 U.S.C. § 798 (Espionage Act),Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government,"Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).",1,AF,693
18 U.S.C. § 798 (Espionage Act),Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government,"Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).",1,DIA,693
18 U.S.C. § 798 (Espionage Act),Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government,"Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).",1,NAVY,693
18 U.S.C. § 798 (Espionage Act),Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government,"Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).",687,NSA,693
18 U.S.C. § 798 (Espionage Act),Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government,"Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).",3,PACOM,693
18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act),Certain records containing identifying information pertaining to children involved in criminal proceedings,"Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).",24,AF,24
22 U.S.C. § 2778(e ) (Arms Export Control Act),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).",3,AF,5
22 U.S.C. § 2778(e ) (Arms Export Control Act),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).",1,ARMY,5
22 U.S.C. § 2778(e ) (Arms Export Control Act),Certain information pertaining to export license applications,"Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).",1,OSD/JS,5
26 U.S.C. § 6103,"Certain tax return information, to include Taxpayer Identification Numbers of third parties","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105);",3,DIA,4
26 U.S.C. § 6103,"Certain tax return information, to include Taxpayer Identification Numbers of third parties","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105);",1,NSA,4
41 U.S.C. § 4702 (Formerly 41 U.S.C. § 253b(m)(1)),Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts,"Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).",3,ARMY,3
42 U.S.C. § 262a(h),Bioterrorism-related information,,1,ARMY,1
"42 U.S.C. §§ 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)",Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices,"Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).",1,ARMY,1
42 U.S.C. § 2162 (Atomic Energy Act)(Atomic Energy Act),"""Restricted Data"" pertaining to atomic weapons and special nuclear material","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",2,DTRA,14
42 U.S.C. § 2162 (Atomic Energy Act)(Atomic Energy Act),"""Restricted Data"" pertaining to atomic weapons and special nuclear material","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",2,NAVY,14
42 U.S.C. § 2162 (Atomic Energy Act)(Atomic Energy Act),"""Restricted Data"" pertaining to atomic weapons and special nuclear material","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",8,OSD/JS,14
42 U.S.C. § 2162 (Atomic Energy Act)(Atomic Energy Act),"""Restricted Data"" pertaining to atomic weapons and special nuclear material","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).",2,PACOM,14
50 U.S.C. § 421,"Protection of identities of certain United States undercover intelligence officers, agents, informants, and sources",,2,NAVY,2
"Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481.",Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (?McCain Bill?),,2,JPRA,4
"Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481.",Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (?McCain Bill?),,2,OSD/JS,4
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",1,AF,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",14,CENTCOM,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",130,DIA,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",1,DoD IG,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",2,NORTHCOM,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",2,NRO,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",695,NSA,846
50 U.S.C. § 3024(i)(1) (Formerly 50 U.S.C. § 403-1(i)(1) National Security Act of 1947),Intelligence Sources and Methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).",1,OSD/JS,846
50 U.S.C. § 3143 (Formerly 50 USC § 432a),"""[O]perational files of the National Reconnaissance Office""","Aftergood v. National Reconnaissance Office, 441 F. Supp. 2d 37, 46 (D.D.C. 2006).",1,NRO,1
50 U.S.C. § 3144 (Formerly 50 USC § 432b),Operational files of the National Security Agency,,1,NSA,1
50 U.S.C. § 3507 (Formerly 50 U.S.C. § 403(g)),"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",3,DIA,20
50 U.S.C. § 3507 (Formerly 50 U.S.C. § 403(g)),"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",3,NORTHCOM,20
50 U.S.C. § 3507 (Formerly 50 U.S.C. § 403(g)),"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",5,NRO,20
50 U.S.C. § 3507 (Formerly 50 U.S.C. § 403(g)),"Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).",9,OSD/JS,20
50 U.S.C. § 3605 (Formerly 50 U.S.C. § 402),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees,"ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).",1,ARMY,1004
50 U.S.C. § 3605 (Formerly 50 U.S.C. § 402),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees,"ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).",1,CENTCOM,1004
50 U.S.C. § 3605 (Formerly 50 U.S.C. § 402),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees,"ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).",4,DIA,1004
50 U.S.C. § 3605 (Formerly 50 U.S.C. § 402),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees,"ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).",998,NSA,1004
5 U.S.C. app. 3 § 7(b),Names of employees who provide information or complaints to the Inspector General,,1,AF,10
5 U.S.C. app. 3 § 7(b),Names of employees who provide information or complaints to the Inspector General,,6,DoD IG,10
5 U.S.C. app. 3 § 7(b),Names of employees who provide information or complaints to the Inspector General,,3,OSD/JS,10
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub.L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981);  Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D.Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",1,ARMY,2
"Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub.L. No. 95-78, 91 Stat. 319",Certain records pertaining to grand jury proceedings,"Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981);  Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D.Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).",1,NAVY,2
