Statute,Type of Information Withheld,Case Citation,Number of Times Relied upon per Component,Number of Times Relied upon per Component,Total Number of Times Relied upon by Agency
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",7,CENTCOM,35
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",11,DIA,35
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",1,NRO,35
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",10,OSD/JS,35
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",1,NORTHCOM,35
50 USC § 403(g) Section 6 of the CIA Act of 1949,"Certain information pertaining to CIA employees, specifically:  the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff?d on other grounds, 541 F. 3d 205 (3d Cir 2008).",2,NSA,35
50 USC § 421,"Protection of identities of certain United States undercover intelligence officers, agents, informants, and sources",No,1,SOCOM,2
50 USC § 421,"Protection of identities of certain United States undercover intelligence officers, agents, informants, and sources",No,1,NAVY,2
50 USC § 432b,NSA operational files,No,1,NSA,2
50 USC § 432b,NSA operational files,No,1,CENTCOM,2
"50 USC § 435 Note Sec 1082, P.L.","Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (""McCain Bill"")",No,1,OSD/JS,2
"50 USC § 435 Note Sec 1082, P.L.","Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (""McCain Bill"")",No,1,PACOM,2
10 USC § 130e,DoD Critical Infrastructure Security,No,1,CENTCOM,5
10 USC § 130e,DoD Critical Infrastructure Security,No,1,NAVY,5
10 USC § 130e,DoD Critical Infrastructure Security,No,2,PACOM,5
10 USC § 130e,DoD Critical Infrastructure Security,No,1,AF,5
41 USC § 2102,Contract proposals prohibited from release by statute.,No,3,NAVY,7
41 USC § 2102,Contract proposals prohibited from release by statute.,No,4,AF,7
5 USC § 107(a)(2),Financial disclosure information pertaining to certain government employees,"Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009).",3,ARMY,3
"5 USC § 7114(b)(4), 7132",Defining agencies' and representatives' duty to negotiate in good faith to include dsclosure of certain labor relations training and guidance materials and limiting the issuance of certain subpoenas.,"Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. § 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision); NTEU v. OPM, No. 76-695, slip op. at 3-4 (D.D.C. July 9, 1979) (5 U.S.C. § 7114(b)(4) and 5 U.S.C. § 7132).",1,ARMY,1
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",36,AF,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",70,ARMY,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",8,DISA,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",37,DLA,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",5,DoDEA,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",63,DoD IG,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",1,DTRA,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",11,NAVY,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",2,NSA,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",7,OSD/JS,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",2,SOCOM,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",1,TRANSCOM,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",2,DHA,246
10 USC § 2305(g),DoD contractor proposals,"Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009).",1,NGB,246
10 USC § 130e,Intelligence sources and methods (director of National Intelligence use only),No,1,NAVY,2
10 USC § 130e,Intelligence sources and methods (director of National Intelligence use only),No,1,JPRA,2
18 USC § 2510-2520,"Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps.","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).",1,AF,1
15 USC § 3710a©,"Trade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,"" which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation","Pub. Citizen Health Research Group v. NIH, 209 F. Supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).",2,ARMY,2
26 USC § 6103,Confidentiality and Disclosure of Returns and Return Information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",8,DIA,17
26 USC § 6103,Confidentiality and Disclosure of Returns and Return Information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",8,DIA,17
26 USC § 6103,Confidentiality and Disclosure of Returns and Return Information,"Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).",1,NSA,17
41 USC § 423 & 41 USC § 2102(a)(1),Contractor bid or proposal information source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",4,AF,6
41 USC § 423 & 41 USC § 2102(a)(1),Contractor bid or proposal information source selection information,"Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).",2,DISA,6
50 USC § 432a,NRO Operational files,"Aftergood v. National Reconnaissance Office, 441 F. Supp. 2d 37, 46 (D.D.C. 2006).",2,NRO,2
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1,CENTCOM,1962
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",7,DIA,1962
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",4,DoD IG,1962
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1,NRO,1962
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1943,NSA,1962
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",5,OSD/JS,1962
50 USC § 402 Note (National Security Act of 1959),Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees.,"Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App?x. 591 (2d Cir. 2009).",1,STRATCOM,1962
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",2,CENTCOM,1939
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",279,DIA,1939
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",1647,NSA,1939
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",2,OSD/JS,1939
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",3,NAVY,1939
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",1,AF,1939
50 USC 3024(i) Formerly 50 USCA § 403-1(i),Intelligence sources and methods,"CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380  (D.D. Cir. 2007).",5,NRO,1939
42 USC Section 262a(h),Enhanced control of dangerous biological agents and toxins,No,1,ARMY,1
50 USC § 432,NGA Operational Files,No,5,OSD/JS,5
10 USC § 2640(h),Safety-related information voluntarily provided by an air carrier,No,1,CENTCOM,1
50 USC § 3605,NSA Functions and Information,No,2,DIA,4
50 USC § 3605,NSA Functions and Information,No,2,OSD/JS,4
10 USC § 130d,Confidential Information shared with State and Local Personnel,No,1,PACOM,1
42 USC § 290dd-2,"Confidentiality of patient records maintained in connection with substance abuse education, prevention, training, treatment, rehabilitation or research",No,2,AF,2
