Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2010-01271,ODAG,9/27/13,Memoranda from former White House Counsel Alberto Gonzales,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00717,OAG,9/27/13,"Records on Cu National Mortgage, LLC and U.S. Mortgage Corp.",No Records,,,
FOIA-2011-00965,ODAG,9/27/13,"Records concerning or relating to the News of the World, News Corporation CEO Rupert Murdoch, or the News of the World phone hacking scandal",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00967,PAO,9/27/13,"Records concerning or relating to the News of the World, News Corporation CEO Rupert Murdoch, or the News of the World phone hacking scandal",Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2012-01421,OASG,9/27/13,Certain records pertaining to the Systematic Alien Verification for Entitlements (SAVE) system/database,No Records,,,
FOIA-2012-01423,OLA,9/27/13,Certain records pertaining to the Systematic Alien Verification for Entitlements (SAVE) system/database,No Records,,,
FOIA-2013-00001,OAG,9/27/13,"Copies of complaints made against News Corporation or any News Corporation related entity, including documentation of or correspondence regarding proposed, completed, and current investigations into the activities of News Corporation or any related entity",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-01662,OAG,9/27/13,"Copy of a May 2, 2001 memorandum prepared by then-White House Counsel Alberto Gonzalez, stating the White House's policy on executive clemency; any White House guidance that the May 2, 2001 memorandum superseded; and guidance from the White House Counsel's Office",Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-01663,ODAG,9/27/13,"Copy of a May 2, 2001 memorandum prepared by then-White House Counsel Alberto Gonzalez, stating the White House's policy on executive clemency; any White House guidance that the May 2, 2001 memorandum superseded; and guidance from the White House Counsel's Office",Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-02853,ODAG,9/27/13,"Various records from January 21, 2009, pertaining to the investigation and lawsuit against Mary Susan Pine pursuant to the Freedom of Access to Clinic Entrances Act, 18 U.S.C. § 248",No Records,,,
FOIA-2013-03419,OAG,9/27/13,"List of Department of Justice personnel recused in investigation of May 7, 2012 AP story on CIA thwarting an underwear bomb plot",No Records,,,
FOIA-2013-03869,PAO,9/27/13,"List of Department of Justice personnel recused in investigation of May 7, 2012 AP story on CIA thwarting an underwear bomb plot",No Records,,,
FOIA-2013-05067,OLA,9/27/13,Correspondence between the U.S. Department of Justice and former State Senator James M. Rubens as well as various entities and individuals from 1983 and the present,No Records,,,
FOIA-2013-05273,ODAG,9/27/13,Correspondence between the U.S. Department of Justice and former State Senator James M. Rubens as well as various entities and individuals from 1983 and the present,No Records,,,
FOIA-2013-05274,OASG,9/27/13,Correspondence between the U.S. Department of Justice and former State Senator James M. Rubens as well as various entities and individuals from 1983 and the present,No Records,,,
FOIA-2010-00240,OAG,9/30/13,Records pertaining to Maricopa County Sheriff Joe Arpaio,Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(A), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2010-00682,OAG,9/30/13,Various records related to Executive Order 13490,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2010-00683,ODAG,9/30/13,Various records related to Executive Order 13490,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2010-00687,OAG,9/30/13,Records related to ethics waivers and ethics advice sought by and provided to presidential appointees,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2010-00688,ODAG,9/30/13,Records related to ethics waivers and ethics advice sought by and provided to presidential appointees,Partial Grant/Partial Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2010-00822,OAG,9/30/13,"Records pertaining to Congressional and/or intelligence briefings regarding Umar Farouk Abdulmutallab since December 25, 2009",Full Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2010-00887,ODAG,9/30/13,Records pertaining to the Department of Justice's request for the extradition of Roman Polanski,Full Grant,,,
FOIA-2010-01374,OAG,9/30/13,"Records pertaining to an inter-component National Security Division (NSD) working group, as well as other records pertaining to the formation of the NSD",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2011-00132,OAG,9/30/13,Contents of an FBI file,"Partial Grant/Partial Denial/Partial Referral: Documents referred to the Executive Office for United States Attorneys, and the National Security Division, DOJ, for processing and direct response to the requester","(b)(6), (b)(7)(C), (b)(7)(D)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to disclose the identity of a confidential source",
FOIA-2011-00171,OAG,9/30/13,Contents of an FBI file,Partial Grant/Partial Denial,"(b)(6), (b)(7)(C), (b)(7)(D)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to disclose the identity of a confidential source",
FOIA-2011-00313,OASG,9/30/13,"Records pertaining to meetings between the  Offices of the Attorney General, Deputy Attorney General, and Associate Attorney General and the Executive Office of the President from January 7, 2009, to May 28, 2009",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(E), (b)(7)(F)","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which would disclose techniques and procedures for law enforcement investigations or prosecutions; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to endanger the life or physical safety of any individual ",
FOIA-2011-00350,OIP,9/30/13,"Copies of administrative processing materials for the three oldest FOIA requests at the Offices of the Attorney General, Deputy Attorney General, and Legal Policy, and the two oldest FOIA requests at the Office of the Associate Attorney General

",Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2011-00489,OAG,9/30/13,Contents of an FBI file,Full Grant,,,
FOIA-2011-00630,OAG,9/30/13,"Records from September 1, 2009, pertaining to the acquisition, importation, or transfer of sodium thiopental, pancuronium bromide, potassium chloride, or any other drug used for carrying out executions",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00631,ODAG,9/30/13,"Records from September 1, 2009, pertaining to the acquisition, importation, or transfer of sodium thiopental, pancuronium bromide, potassium chloride, or any other drug used for carrying out executions",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00714,OAG,9/30/13,"Records of a March 8, 2011 meeting between Attorney General Holder and Utah Attorney General Mark Shurtleff, as well as communications between the Offices of the Attorney General, Deputy Attorney General and/or Associate Attorney General and Attorney General Shurtleff or his Office from March 1, 2011 to May 4, 2011",Full Grant,,,
FOIA-2011-00842,OAG,9/30/13,Records pertaining to communications between the Department of Justice and Nebraska or South Dakota concerning the acquisition of sodium thiopental for the purpose of lethal injection,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-00924,OAG,9/30/13,"Copies of all documents submitted by the Attorney General or other Department officials on his behalf, to Congress, pursuant to 28 U.S.C. 530(D)(a)(1)(B)(ii), from November 1, 2002 until the present",Full Grant,,,
FOIA-2011-00942,ODAG,9/30/13,"All correspondence between Mr. Durham and the Office of the Attorney General and between Mr. Durham and the Office of the Deputy Attorney General regarding the cases whose conclusion was announced on June 30, 2011",Referral: Documents referred to the CIA for processing and direct response to the requester,,,
FOIA-2011-01043,OAG,9/30/13,"Copies of communications, consultations, or meetings between the senior leadership offices of the Department of Justice, officials and offices of the state of Alabama, and the Department of Education, regarding Alabama's recently passed immigration law (H.B. 56)",No Records,,,
FOIA-2011-01097,OAG,9/30/13,"Copies of communications dating from January 1, 2011 that mention the 14th Amendment option to raise the debt ceiling",Full Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-01098,ODAG,9/30/13,"Copies of communications dating from January 1, 2011 that mention the 14th Amendment option to raise the debt ceiling",Full Denial,"(b)(5), (b)(6)",Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2011-01212,ODAG,9/30/13,Records pertaining to Maricopa County Sheriff Joe Arpaio,Partial Grant/Partial Denial,"(b)(5), (b)(6), (b)(7)(A), (b)(7)(C) ","Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to interfere with enforcement proceedings; Records or information compiled for law enforcement purposes, the release of which could reasonably be expected to constitute an unwarranted invasion of the personal privacy of a third party",
FOIA-2012-00014,OIP,9/30/13,"Copies of records deemed ""not-responsive"" in a prior Freedom of Information Act request numbered OIP/10-R0204",Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-00882,OAG,9/30/13,"All information on file related to cannabinoids, including information related to the use of cannabinoids for economic gain",Partial Grant/Partial Denial/Partial Referral: Documents referred to the DEA for processing and direct response to the requester; Also provided requester with publicly-available online copies of records,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2012-01035,PAO,9/30/13,Records related to the death of Special Agent Jaime J. Zapata,No Records,,,
FOIA-2012-01488,PAO,9/30/13,"All communications from January 20, 2009 between any Office of Legal Counsel (OLC) official and Dawn Johnsen regarding concerning various  personnel matters for career and non-career OLC officials",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2012-01489,PAO,9/30/13,"All communications from January 20, 2009 between any Office of Legal Counsel (OLC) official and Dawn Johnsen regarding concerning various  personnel matters for career and non-career OLC officials",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-00675,OAG,9/30/13,Copies of the 1993 Report by Judge Nicholas J. Bua and the 1994 Department of Justice Report concerning the INSLAW/PROMIS matter,Partial Grant/Partial Denial,(b)(3),Information that is prohibited from disclosure by another federal law,
FOIA-2013-00698,OLP,9/30/13,Copies of the Presidential Commissions and Senate Confirmations for the U.S. District Court Judges from the Northern District of Illinois that had been covered in the FOIA request numbered OLP/05-R0914,Full Grant,,,
FOIA-2013-00747,OLA,9/30/13,"All communications from January 20, 2009 between any Office of Legal Counsel (OLC) official and Dawn Johnsen regarding concerning various  personnel matters for career and non-career OLC officials",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-00748,OLA,9/30/13,"All communications from January 20, 2009 between any Office of Legal Counsel (OLC) official and Dawn Johnsen regarding concerning various  personnel matters for career and non-career OLC officials",Documents referred by the office originally processing the request were determined to be not responsive to the request after review by OIP,,,
FOIA-2013-01041,OAG,9/30/13,"Records sufficient to show the number of email accounts of or associated with the Attorney General, the Deputy Attorney General, and the Associate Attorney General, and the extent to which those email accounts are identifiable as those of or associated with those individuals",Full Grant,,,
FOIA-2013-01042,ODAG,9/30/13,"Records sufficient to show the number of email accounts of or associated with the Attorney General, the Deputy Attorney General, and the Associate Attorney General, and the extent to which those email accounts are identifiable as those of or associated with those individuals",Full Grant,,,
FOIA-2013-01043,OASG,9/30/13,"Records sufficient to show the number of email accounts of or associated with the Attorney General, the Deputy Attorney General, and the Associate Attorney General, and the extent to which those email accounts are identifiable as those of or associated with those individuals",Full Grant,,,
FOIA-2013-02016,OASG,9/30/13,"Communications between the Department of Justice and former Assistant Attorney General Robert Raben, or any email account from the domain “@rabengroup.com”, from January 1, 2011, to the present",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-02823,OAG,9/30/13,Communications from the Department of Justice to the House and Senate Intelligence Communities from 2009 to the present,Full Grant,,,
FOIA-2013-03022,OAG,9/30/13,"Records pertaining to Immigration Judge Eileen Trujillo, in the Immigration Court in Denver, Colorado",Full Grant,,,
FOIA-2013-03832,OAG,9/30/13,"Copy of the letter from Hong Kong authorities to the U.S. government that sought “clarification” regarding the identity of Edward J. Snowden, who was the subject of an extradition request from the Department of Justice","Referral: Referred all located material to the Criminal Division, DOJ, for processing and direct response to the requester",,,
FOIA-2013-03833,ODAG,9/30/13,"Copy of the letter from Hong Kong authorities to the U.S. government that sought “clarification” regarding the identity of Edward J. Snowden, who was the subject of an extradition request from the Department of Justice","Referral: Referred all located material to the Criminal Division, DOJ, for processing and direct response to the requester",,,
FOIA-2013-04994,OAG,9/30/13,"Records concerning former Attorney General Janet Reno’s decision not to appoint Richard Stearns as the Director of the Federal Bureau of Investigation, as well as communications between former Attorney General Edwin Meese and former United States Attorney","No Records: Recommended that requester contact the Executive Office for United States Attorneys, DOJ, and the National Archives and Records Administration as these entities may also maintain records",,,
FOIA-2013-05134,OLP,9/30/13,Appointment documents pertaining to Judge William T. Lawrence of the Southern District of Indiana,Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party ,
FOIA-2013-05165,OIP,9/30/13,Contact information for each government agency who handles the Freedom of Information Act,Provided requester with DOJ FOIA Reference Guide and information from FOIA.gov,,,
FOIA-2013-05173,OIP,9/30/13,Information pertaining to a recently enacted but unspecified federal law,Provided requester with copy of the DOJ FOIA Reference Guide to help refine request,,,
FOIA-2013-05219,OIP,9/30/13,"Records concerning a murder on June 2, 1976",Determined that the FBI and the National Archives and Records Administration were the most appropriate entities for handling and referred requester to those entities for processing,,,
FOIA-2013-05254,OIP,9/30/13,Records gathered by the Department of Justice and the Federal Bureau of Investigation in connection with its investigation of former Utah Attorney General Mark Shurtleff and other associated individuals,Determined that the FBI was an appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-05268,OIP,9/30/13,Copy of the Department of Justice’s written policy from 1987 regarding political involvement by the Assistant United States Attorney’s and statements towards the press regarding support for Presidential Candidates,"Provided requester with a copy of the Hatch Act: Determined that the Executive Office for United States Attorneys, DOJ, was also an appropriate entity for handling and referred requester to that component for processing ",,,
FOIA-2013-05275,OAG,9/30/13,"Various records pertaining to allegations and claims in connection with United States ex rel. Szymoniak, et al. v. AHMSI, et al.; United States ex rel. Szymoniak, et al. v. ACE Securities, et al.; and the government’s response to an August 21, 2013 letter",No Records,,,
FOIA-2013-05276,ODAG,9/30/13,"Various records pertaining to allegations and claims in connection with United States ex rel. Szymoniak, et al. v. AHMSI, et al.; United States ex rel. Szymoniak, et al. v. ACE Securities, et al.; and the government’s response to an August 21, 2013 letter",No Records,,,
FOIA-2013-05281,OIP,9/30/13,Documents pertaining to a Honduran drug trafficker,Determined that the DEA was an appropriate entity for handling and referred the request and the requester to that component for processing,,,
FOIA-2013-05324,OIP,9/30/13,"Various records pertaining to the “Camp Inmate Ballfield” at the Federal Medical Center in Lexington, Kentucky","Determined that the Federal Bureau of Prisons, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
