Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable),
FOIA-2013-04825,OIP,8/28/13,"Documents from September 1, 2010 to the present, including investigative records, concerning mass graves located in San Fernando, Tamaulipas, Mexico between September 1, 2010 to December 31, 2011",Provided requester with DOJ FOIA Reference Guide to help requester determine which Department component would maintain records on this topic; Determined that the Department of Homeland Security may also be an appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04826,OIP,8/28/13,Documents concerning the disappearance and death of Robert Jaime Suarez Vazquez,Provided requester with DOJ FOIA Reference Guide to help requester determine which Department component would maintain records on this topic; Determined that the Department of Homeland Security may also be an appropriate entity for handling and referred requester to that agency for processing,,,
FOIA-2013-04869,OIP,8/28/13,List of all lawsuits filed by the Department of Justice against military or defense contractors for the years 2008 through 2013,Determined that the Executive Office for United States Attorneys was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-00050,PAO,8/29/13,"Copies of all communications from the Department of Justice's Office of Public Affairs between April 20, 2012 and April 27, 2012 concerning ""media matters"", and/or ""Ciaramella""",Partial Grant/Partial Denial,(b)(5); (b)(6),"Certain inter- and intra-agency communications protected by legal privileges; Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
",
FOIA-2013-01821,OASG,8/29/13,"Correspondence concerning marijuana between the Office of the Associate Attorney General and the state governments of Colorado, Washington, and California",No Records,,,
FOIA-2013-03483,OIP,8/29/13,"Records pertaining to all memoranda subsequent to the Webster L. Hubbell memorandum dated November 3, 1993, that were authored by the Department of Justice or the White House addressing the referral of agency documents to the White House in response to FOIA requests",Full Grant,,,
FOIA-2013-04558,OIP,8/29/13,Any FOIA reference documents including the Department of Justice Guide to the Freedom of Information Act,"Provided requester with DOJ Reference Guide, Table of Contents for current edition of the DOJ Guide to the FOIA so that requester could identify which sections were of interest, and contact information for the Government Printing Office should the requester wish to order a copy of the 2009 edition of the DOJ Guide to the FOIA",,,
FOIA-2013-04699,OIP,8/29/13,Documents from the U.S. Immigration and Customs Enforcement,"Determined that the U.S. Immigration and Customs Enforcement, DHS, was the most appropriate entity for handling and referred request and requester to that entity for processing",,,
FOIA-2013-04744,OIP,8/29/13,Listing of all federal agency FOIA contacts,Full Grant,,,
FOIA-2013-04866,OIP,8/29/13,Copy of the DOJ-NTIS agreement that specifies the monetary terms  governing the arrangement under which NTIS publishes the Drug Enforcement Administration data,Determined that the DEA was the most appropriate entity for handling and referred request and requester to that component for processing,,,
FOIA-2013-04954,OIP,8/29/13,The number of federal money laundering cases by state during Fiscal Years 2007-2013.,"Determined that the Executive Office for United States Attorneys, DOJ, was an appropriate entity for handling and referred request and requester to that component for processing",,,
FOIA-2013-00885,ODAG,8/30/13,Clemency files for named individuals,Partial Grant/Partial Denial,(b)(5),Certain inter- and intra-agency communications protected by legal privileges,
FOIA-2013-00891,OASG,8/30/13,Records pertaining to the Westboro Baptist Church and the Honoring America's Veterans and Caring for Camp Lejeune Families Act of 2012,No Records,,,
FOIA-2013-04840,OIP,8/30/13,Records pertaining to a third party,"Determined that the FBI, DEA, and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling and referred requester to those components for processing",,,
FOIA-2013-04918,OIP,8/30/13,FOIA contact information for the Federal Bureau of Investigation,Provided requester with FOIA contact information for the FBI,,,
FOIA-2013-04922,OIP,8/30/13,Information on how to file a complaint against the United States Federal Marshals,Provided requester with information on how to use the online DOJ Action Center,,,
FOIA-2013-04945,OIP,8/30/13,"Documents pertaining to the internal review of the use of videoconferencing technology at one of the immigration courts in Texas as referenced on page 35 of Funmi E. Olorunnipa’s report entitled, Agency Use of Video Hearings Best Practices and Possibilities for Expansion, Administrative Conference of the Unites States In-House Research Report, March 24, 2011","Determined that the Executive Office for Immigration Review, DOJ, was the most appropriate entity for handling and referred request and requester to that component for processing",,,
