Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2012-01227,OIP,7/30/12,Information on the parole procedures for a federal inmate,"Other: Determined that the Executive Office for United States Attorneys and the United States Parole Commission, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing; Informed requester that the FOIA does not pertain to judicial branch records, but provided contact information for the Administrative Office of the United States Courts should the requester wish to seek additional information",,
FOIA-2012-01169,OIP,7/30/12,Office of Professional Responsibility records,"Other: Determined that the Office of Professional Responsibility, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing",,
FOIA-2012-01151,OIP,7/30/12,Records pertaining to the Americans with Disabilities Act,"Other: Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling, and referred request and requester to that component for processing and directed requester to FOIA.gov for the contact information of additional federal agencies that might maintain records on this subject",,
FOIA-2012-01220,OLA,7/30/12,Records on a third party,Other: Documents referred by office originally processing the request were determined to be not responsive to the request after review by OIP,,
FOIA-2012-01234,OAG,7/30/12,Copies of the 1866 and 1871 Civil Rights Acts; the Privacy Act of 1974; the Freedom of Information Act; and the Americans with Disabilities Act of 1990.,Full Grant: Provided requester with copies of publicly available material,,
FOIA-2012-01248,OIP,7/31/12,Seeking assistance in obtaining a copy of a discovery package from a local Pennsylvania court case,Other: Informed requester that the FOIA does not apply to state or local records and provided contact information for the Pennsylvania Attorney General's Office,,
FOIA-2012-01225,OIP,7/31/12,Information regarding wiretap authorizations,"Other: Determined that the FBI and the Executive Office for United States Attorneys, DOJ, were the most appropriate entities for handling, and referred requester to those components for processing",,
FOIA-2012-01224,OIP,7/31/12,"Records from the Federal Bureau of Prisons, United States Citizenship and Immigration Service, and U.S. Immigration and Customs Enforcement regarding third parties","Other: Determined that the Federal Bureau of Prisons, DOJ, USCIS and ICE, DHS, were the most appropriate entities for handling, and referred requester to those offices for processing",,
FOIA-2012-01236,OAG,7/31/12,"Employment records for two named U.S. Magistrate Judges, an Assistant U.S. Attorney, various records from a federal and a state court cases, proof of jurisdiction for federal officials, and employment forms for a number of unnamed federal officials","Other: Determined that the  Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing; Provided requester with contact information for the state of Texas for local court records; Informed requester that DOJ does not maintain records on magistrate judges and that although the FOIA does not pertain to the judicial branch, the request could be directed to the Administrative Office of the United States Courts",,
FOIA-2012-00705,OAG,7/31/12,"Communications from Attorney General Holder relating to April 9, 2012 Project Veritas video",Partial Grant/Partial Denial,(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party 
FOIA-2012-00900,ODAG,7/31/12,Information pertaining to the appointment of United States Attorney Rachel Paulouse (District of Minnesota),Other: Documents referred by office originally processing the request were determined to be not responsive to the request after review by OIP,,
FOIA-2012-01047,OAG,7/31/12,Information pertaining to a third party,Full Grant,,
FOIA-2012-01149,OIP,7/31/12,Indictment and grand jury sheet filed in U.S. v. Thompson,"Other: Determined that the Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,
FOIA-2012-01237,OLP,7/31/12,"Employment records for two named U.S. Magistrate Judges, an Assistant U.S. Attorney, various records from a federal and a state court cases, proof of jurisdiction for federal officials, and employment forms for a number of unnamed federal officials","Other: Determined that the  Executive Office for United States Attorneys, DOJ, was the most appropriate entity for handling, and referred requester to that component for processing; Provided requester with contact information for the state of Texas for local court records; Informed requester that DOJ does not maintain records on magistrate judges and that although the FOIA does not pertain to the judicial branch, the request could be directed to the Administrative Office of the United States Courts",,
