Request Number,Office,Date Closed,Summary of Request,Disposition of Request,Exemption(s) Applied (if applicable),Description of Exemption(s) (if applicable)
FOIA-2012-00950,OIP,5/29/12,"Information that ""evidence[s] the authority"" of the United States Attorney General or the Department of Justice to represent the Internal Revenue Service (IRS) in civil or criminal matters and ""evidence the IRS is an agency of the United States government""","Provided requester with copies of DOJ and Dep't of Treasury regulations, as well as information from DOJ and IRS websites",,
FOIA-2012-00843,OAG,5/30/12,Information regarding the Atrocities Prevention Board,No Records,,
FOIA-2012-00804,OIP,5/30/12,Records concerning various Department of Justice re-entry programs for ex-offenders.,"Other: Determined that the Bureau of Justice Programs, Office of Justice Programs, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,
FOIA-2012-00813,OIP,5/30/12,"Copies of the OIP organization, mission, and functions manual; DOJ component directory; FOIA officer directory; and a catalog of publicly available information","Provided requester with copies of the DOJ FOIA Reference Guide, DOJ publications list, and a copy of Your Right to Federal Records",,
FOIA-2012-00679,OIP,5/30/12,Copy of the U.S.A. PATRIOT Act,Full Grant,,
FOIA-2012-00893,OIP,5/30/12,Assistance on civil rights matter in the State of Minnesota,"Other: Determined that the Civil Rights Division, DOJ, was the most appropriate entity for handling and referred requester to that component for processing",,
FOIA-2012-00963,OIP,5/30/12,Information regarding the certification guidelines of the prisoner grievance program for the New York State Department of Correctional Community Supervision,"Provided requester with publicly available information and informed requester that the Civil Rights Division, DOJ, might have additional information on this topic, and directed requester to that component",,
FOIA-2010-00545,ODAG,5/30/12,"Records of communications related to the July 28, 2009 press conference at Philadelphia City Hall, attended by the Attorney General, the Vice President and others, regarding the announcement of COPS Grant Awards",Full Grant,,
FOIA-2012-00845,OIP,5/30/12,Information on the FOIA and its applicability to local governments,Provided requester with DOJ FOIA Reference Guide and informed requester that the FOIA does not apply to state or local records,,
FOIA-2012-00952,OIP,5/30/12,Information about making a FOIA request and FOIA contact information,Provided requester with DOJ FOIA Reference Guide and provided FOIA contact information from FOIA.gov,,
FOIA-2012-00891,OIP,5/31/12,Asking a series of questions,Other: Informed requester that the FOIA is a records access statute and is not applicable to this query,,
FOIA-2012-00895,OIP,5/31/12,"Unspecified information regarding government grants, entitlements, programs and foundations",Provided DOJ Reference Guide to help requester refine request and determine appropriate components that would have records or information sought,,
FOIA-2010-00074,OAG,5/31/12,"Records pertaining to former Black Panther Party member Veronza Bowers, as well as the re-authorization information for the U.S. Parole Commission",Other: Documents referred by office originally processing the request were determined to be improperly directed to OIP and were sent back to office originally processing request.  Additional documents were determined to be not responsive to the request after review by OIP,,
FOIA-2012-00956,OLP,5/31/12,"Copy of the Oath of Office for U.S. District Court Judge Michael J. Reagan, as well as various U.S. Attorneys, U.S. Marshals and unnamed FBI, DEA, and ATF agents","No Records/Partial Other: Determined that the FBI, DEA, ATF, and Executive Office for United States Attorneys, DOJ, were also appropriate entities for handling, and referred request and requester to those components for processing",,
FOIA-2012-00964,OLP,5/31/12,"Copies of the Oath of Office, Appointment Affidavit, Presidential and Senate Commissions and Official Bond for U.S. District Court Judge F. Dennis Saylor, IV","Partial Grant/Partial Denial/Partial No Records: Informed requester that federal judges are not bonded, and as such, no records exist for this aspect of the request",(b)(6),Information the release of which would constitute a clearly unwarranted invasion of the personal privacy of a third party
FOIA-2012-00841,OIP,5/31/12,"Information on how and where to file a criminal complaint, as well as information on the Office of the Inspector General",Other: Provided requester with publicly available information from the DOJ website ,,
