SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
2534,GSAD,CRAB E BILLS INC,1540 INDIAN RIVER DR,SEBASTIAN,FL,32958-3851,12/01/2016,11/30/2017
2223,GSAD,GET REEL FISHERIES LLC,10918 90TH TER,SEMINOLE,FL,33772-3710,06/01/2016,05/31/2017
1799,GSAD,HERNANDO BEACH SEAFOOD INC,PO BOX 3630,SPRING HILL,FL,34611-3630,07/29/2016,06/30/2017
528,GSAD,SEAFOOD SHOPPE INC,2125 A1A S,ST AUGUSTINE,FL,32080-6513,01/19/2017,03/31/2018
789,GSAD,MICHAEL STEVEN KYLE,3874 N PONCE DE LEON BLVD,ST AUGUSTINE,FL,32084-1281,06/01/2016,05/31/2017
2667,GSAD,AUNT KATES LLC,612 EUCLID AVE,ST AUGUSTINE,FL,32084-8835,04/01/2016,03/31/2017
1933,GSAD,JUG CREEK SEAFOOD LLC,PO BOX 629,ST JAMES CITY,FL,33956-0629,07/11/2016,06/30/2017
1588,GSAD,ISLAND CRAB CORPORATION,5595 DOUG TAYLOR CIR,ST JAMES CITY,FL,33956-3220,08/22/2016,07/31/2017
213,GSAD,MASTRYS BAIT AND TACKLE INC,1700 4TH ST S,ST PETERSBURG,FL,33701-5811,12/01/2016,11/30/2017
2069,GSAD,OLD TAMPA BAY SEAFOOD COMPANY LLC,13040 GANDY BLVD N,ST PETERSBURG,FL,33702-1552,10/01/2016,09/30/2017
2662,GSAD,ST PETE FISHING LLC,7217 GULF BLVD,ST PETERSBURG,FL,33706,03/01/2016,02/28/2017
2749,GSAD,SAVE ON SEAFOOD FISHING INC,4400 8TH AVE S,ST PETERSBURG,FL,33711,12/17/2015,06/30/2017
467,GSAD,BAMA SEA PRODUCTS INC,756 28TH ST S,ST PETERSBURG,FL,33712-1907,01/01/2017,12/31/2017
581,GSAD,RISING SUN FISHERIES INC,2860 DARTMOUTH AVE N,ST PETERSBURG,FL,33713-7724,06/01/2016,05/31/2017
1845,GSAD,SAMMYS SEAFOOD INC,2875 46TH AVE N,ST PETERSBURG,FL,33714-3811,03/01/2016,02/28/2017
1420,GSAD,BAY-N-GULF INC,PO BOX 530188,ST PETERSBURG,FL,33747-0188,05/01/2016,04/30/2017
2522,GSAD,DOROTHY MELISSA WILLITS,PO BOX 607,STEINHATCHEE,FL,32359-0607,06/01/2016,05/31/2017
2180,GSAD,TIDES UP FISHERIES LLC,PO BOX 808,STEINHATCHEE,FL,32359-0808,04/01/2016,03/31/2017
2561,GSAD,JOPED INC,1411 SE INDIAN ST,STUART,FL,34997-5601,03/18/2016,02/28/2017
2836,GSAD,NEW ENGLAND WHOLESALE FISH & LOBSTER INC,3001 SE GRAN PARK WAY,STUART,FL,34997-6716,01/04/2017,11/30/2017
2579,GSAD,GEORGE WILLIAM NILES,PO BOX 420230,SUMMRLND KEY,FL,33042-0230,08/01/2016,07/31/2017
1364,GSAD,FANCI SEAFOOD INC,PO BOX 420354,SUMMRLND KEY,FL,33042-0354,12/20/2016,11/30/2017
2574,GSAD,KEY WEST SMOKED FISH INC,24171 OVERSEAS HWY,SUMMRLND KEY,FL,33042-4858,02/01/2017,01/31/2018
2651,GSAD,DEBRA DIAN HESS,2231 MIDDLE TORCH RD,SUMMRLND KEY,FL,33042-5800,10/17/2016,08/31/2017
2591,GSAD,BRIAN MATTHEW SCHICK,6120 SW 173RD WAY,SW RANCHES,FL,33331-1739,11/14/2016,10/31/2017
1079,GSAD,SOUTHERN SEAFOOD MARKETING INC,1415 TIMBERLANE RD,TALLAHASSEE,FL,32312-1735,01/26/2017,12/31/2017
2706,GSAD,KX WHOLESALE SEAFOOD LLC,4503 E 7TH AVE,TAMPA,FL,33605-4609,06/01/2016,05/31/2017
229,GSAD,COXS SEAFOOD MARKET INC,6821 N DALE MABRY HWY,TAMPA,FL,33614-3928,03/01/2016,02/28/2017
2741,GSAD,OFFSHORECHARTERS.COM INC,15601 GARDENSIDE LN,TAMPA,FL,33624-1817,12/01/2015,02/28/2017
666,GSAD,COXS SEAFOOD TARPON SPRINGS INC,PO BOX 1973,TARPON SPGS,FL,34688-1973,02/01/2017,01/31/2018
2409,GSAD,PELICAN POINT SEAFOOD OF TARPON SPRINGS LLC,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,01/01/2017,12/31/2017
757,GSAD,HOLIDAY SEAFOODS INC,589 ISLAND DR,TARPON SPGS,FL,34689-3147,11/01/2016,10/31/2017
2442,GSAD,MISS SHELL SEAFOOD INC,PO BOX 1169,TAVERNIER,FL,33070-1169,06/13/2016,06/30/2017
2488,GSAD,#1 BAIT COMPANY LLC,190 AZALEA ST,TAVERNIER,FL,33070-2201,04/01/2016,03/31/2017
2578,GSAD,MATTHEW MICHAEL DETTMANN,102 AZALEA ST,TAVERNIER,FL,33070-2201,05/28/2016,03/31/2017
2504,GSAD,WAHOO MOMMA LLC,1177 DUQUESNE RD,VENICE,FL,34293-6424,03/01/2016,02/28/2017
2737,GSAD,CHRISTOPHER JAMES NADOLNA,5421 HOBART AVE,WEST PALM BCH,FL,33405-3418,11/08/2016,10/31/2017
2275,GSAD,NEW ORIENTAL MARKET INC,1749 N MILITARY TRL,WEST PALM BCH,FL,33409-4769,08/01/2016,07/31/2017
2351,GSAD,DAVID FRANKLIN TROGDON,147 1ST ST,WEST PALM BCH,FL,33413-1704,01/06/2017,12/31/2017
2493,GSAD,REEL TIME FISHERS INC,626 N RIP HALL RD,WEWAHITCHKA,FL,32465-2951,07/01/2016,06/30/2017
2061,GSAD,GET SEAFOOD INC,1049 THOMAS RD,WINTER HAVEN,FL,33880-5649,12/01/2016,11/30/2017
2476,GSAD,LOMBARDIS MARKETPLACE LLC,1888 W FAIRBANKS AVE,WINTER PARK,FL,32789-4502,09/13/2016,08/31/2017
2446,GSAD,SOUTHEAST FISHERIES INC,621 BLENHEIM LOOP,WINTER SPGS,FL,32708-2729,06/01/2016,05/31/2017
1391,GSAD,KNIGHT SEAFOOD INC,PO BOX 1664,BRUNSWICK,GA,31521-1664,11/29/2016,10/31/2017
2814,GSAD,SOUTH HARRINGTON SEAFOOD,280 S HARRINGTON RD,ST SIMONS IS,GA,31522-5309,11/08/2016,06/30/2017
2034,GSAD,HALYARDS RESTAURANT GROUP LTD,55 CINEMA LN,ST SIMONS IS,GA,31522-6600,02/19/2016,05/31/2017
479,GSAD,PHILLIPS SEAFOOD INC,1418 SAPELO AVE NE,TOWNSEND,GA,31331-5732,01/06/2017,11/30/2017
1994,GSAD,INLAND SEAFOOD,1651 MONTREAL CIR,TUCKER,GA,30084-6933,04/09/2016,03/31/2017
2448,GSAD,VENICE MARINA,PO BOX 11,BELLE CHASSE,LA,70037-0011,05/25/2016,04/30/2017
476,GSAD,D AND C SEAFOOD INC,PO BOX 127,BOOTHVILLE,LA,70038-0127,01/01/2017,12/31/2017
2566,GSAD,CAMERON FISHERIES LLC,PO BOX 1328,CAMERON,LA,70631-1328,12/01/2016,02/28/2018
1467,GSAD,TUNACO INC,PO BOX 117,DULAC,LA,70353-0117,09/01/2016,08/31/2017
131,GSAD,STEVENS SEAFOOD INC,8893 SHRIMPERS ROW,DULAC,LA,70353-2213,10/01/2016,09/30/2017
255,GSAD,3-G ENTERPRISES INC,PO BOX 640,GOLDEN MEADOW,LA,70357-0640,09/01/2016,08/31/2017
203,GSAD,DEAN BLANCHARD SEAFOOD INC,PO BOX 1,GRAND ISLE,LA,70358-0001,02/01/2017,01/31/2018
1655,GSAD,MARSHALL SPICER BAIT,208 JOHNNY BENOIT RD,HACKBERRY,LA,70645-3805,12/01/2016,12/31/2017
1209,GSAD,JENSEN TUNA INC,5885 HIGHWAY 311,HOUMA,LA,70360-6668,05/01/2016,04/30/2017
236,GSAD,LOUISIANA SEAFOOD EXCHANGE INC,428 JEFFERSON HWY,JEFFERSON,LA,70121-2515,06/01/2016,05/31/2017
557,GSAD,HARLONS LA FISH LLC,PO BOX 486,KENNER,LA,70063-0486,09/28/2016,08/31/2017
363,GSAD,AMERICAN SEAFOOD INC,3034 GEORGE NICK CONNOR DR,NEW ORLEANS,LA,70119-1714,11/07/2016,10/31/2017
2270,GSAD,KENNEY SEAFOOD INC,32800 C C RD,SLIDELL,LA,70460-3274,06/11/2016,05/31/2017
2621,GSAD,PAMELA ANN BERTUCCI,227 MARLIN DR,SLIDELL,LA,70461-1118,08/16/2016,07/31/2017
2335,GSAD,THOMAS JERRALL WILLIAMS,4391 TUPELO DR,SLIDELL,LA,70461-1705,03/01/2016,02/28/2017
1334,GSAD,VENICE SEAFOOD LLC,PO BOX 207,VENICE,LA,70091-0207,06/01/2016,05/31/2017
304,GSAD,SHARKCO SEAFOOD INTERNATIONAL LLC,707 JUMP BASIN RD,VENICE,LA,70091-4351,09/01/2016,08/31/2017
2471,GSAD,WILD FISH LLC,37 BOSTON FISH PIER,BOSTON,MA,2210,12/13/2016,03/31/2018
527,GSAD,STAVIS SEAFOODS INC,212 NORTHERN AVE,BOSTON,MA,02210-2089,01/06/2017,12/31/2017
99,GSAD,F J OHARA & SONS INC,7 FID KENNEDY AVE,BOSTON,MA,02210-2321,08/09/2016,07/31/2017
106,GSAD,JOHN NAGLE CO,306 NORTHERN AVE,BOSTON,MA,02210-2324,11/01/2016,10/31/2017
1341,GSAD,BOSTON SWORD & TUNA INC,8 SEAFOOD WAY,BOSTON,MA,02210-2603,07/01/2016,06/30/2017
1215,GSAD,EDGARTOWN SEAFOOD INC,PO BOX 2159,EDGARTOWN,MA,02539-2159,07/19/2016,06/30/2017
2769,GSAD,BLUE HARVEST MARINE SERVICES,4 WASHINGTON ST,FAIRHAVEN,MA,02719-2918,03/21/2016,04/30/2017
1223,GSAD,TASTY SEAFOOD CO,13 MARCONI LN,MARION,MA,02738-1445,04/01/2016,03/31/2017
2547,GSAD,SALTY BALLS SEAFOOD LLC,PO BOX 3001,NANTUCKET,MA,02584-3001,12/01/2016,11/30/2017
1750,GSAD,OCEANS FLEET FISHERIES INC,20 BLACKMER ST,NEW BEDFORD,MA,02744-2614,01/04/2017,12/31/2017
1272,GSAD,MARTHAS VINEYARD SEAFOOD GROUP INC,PO BOX 1686,VINEYARD HVN,MA,02568-0909,01/01/2017,12/31/2017
656,GSAD,SOUTHERN CONNECTION SEAFOOD INC,27040 HEARTS DR,CRISFIELD,MD,21817-2616,08/09/2016,07/31/2017
2424,GSAD,MARTIN FISH COMPANY LLC,12929 HARBOR RD,OCEAN CITY,MD,21842-9275,01/01/2017,12/31/2017
2025,GSAD,PORTLAND FISH EXCHANGE,6 PORTLAND FISH PIER,PORTLAND,ME,04101-4620,10/04/2016,08/31/2017
753,GSAD,ISLAMORADA FISH COMPANY LLC,2500 E KEARNEY ST,SPRINGFIELD,MO,65898-0001,01/19/2017,12/31/2017
1165,GSAD,QUALITY POULTRY & SEAFOOD INC,895 DIVISION ST,BILOXI,MS,39530-2021,01/01/2017,12/31/2017
1920,GSAD,WILLIAM MATTHEW LEE JR,2657 WINDWARD DR,GAUTIER,MS,39553-6444,05/18/2016,02/28/2017
207,GSAD,CLARK SEAFOOD CO INC,PO BOX 220,PASCAGOULA,MS,39568-0220,06/01/2016,05/31/2017
1481,GSAD,DONALD ALLEN DIEHL,PO BOX 608,ATLANTIC BCH,NC,28512-0608,12/08/2016,11/30/2017
1782,GSAD,S & S SEAFOOD,PO BOX 726,AURORA,NC,27806-0726,06/15/2016,08/31/2017
618,GSAD,AVON SEAFOOD,40089 HARBOR ROAD,AVON,NC,27915,06/01/2016,05/31/2017
1841,GSAD,FISHTOWNE LLC,100 WELLONS DR,BEAUFORT,NC,28516-2449,08/01/2016,06/30/2017
2425,GSAD,THOMAS SEAFOOD OF CARTERET INC,421 MERRIMON RD,BEAUFORT,NC,28516-6679,03/01/2016,02/28/2017
606,GSAD,WELLS JAMES BARKER,1857 NC HIGHWAY 101,BEAUFORT,NC,28516-7738,02/01/2017,01/31/2018
2765,GSAD,OUTERBANKS SEAFOOD,1974 US HIGHWAY 70 E,BEAUFORT,NC,28516-7836,02/12/2016,06/30/2017
2028,GSAD,ROBERT EUGENE TAYLOR,635 BENNETT TRL SW,CALABASH,NC,28467-2101,04/20/2016,07/31/2017
456,GSAD,BLACKBURN BROS INC,PO BOX 1605,CAROLINA BCH,NC,28428-1605,08/01/2016,07/31/2017
2255,GSAD,QUALITY SEAFOOD,PO BOX 659,CEDAR ISLAND,NC,28520-0659,10/06/2016,08/31/2017
2396,GSAD,FULL CIRCLE CRAB COMPANY INC,1366 US HIGHWAY 64 E,COLUMBIA,NC,27925-8888,06/01/2016,05/31/2017
2347,GSAD,CAPN WILLIS SEAFOOD MARKET INC,7803A EMERALD DR,EMERALD ISLE,NC,28594-2810,12/29/2016,11/30/2017
669,GSAD,ENGELHARD SEAFOOD INC,PO BOX 190,ENGELHARD,NC,27824-0190,07/01/2016,06/30/2017
2559,GSAD,BLUE WATER ORGANIC FARMING LLC,107 ANNA CT,HAMPSTEAD,NC,28443-2097,06/01/2016,05/31/2017
1630,GSAD,EVERETTE RANDOLPH MCKINLEY III,114 FRIENDLY LN,HAMPSTEAD,NC,28443-2663,08/09/2016,07/31/2017
1861,GSAD,HARBOR HOUSE SEAFOOD MARKET,PO BOX 7,HATTERAS,NC,27943-0007,02/01/2017,01/31/2018
1279,GSAD,JANET W WHITBECK INC,PO BOX 515,HATTERAS,NC,27943-0515,06/02/2016,05/31/2017
1415,GSAD,ANTHONY M AUSTIN,276 GOOSE CREEK RD,HUBERT,NC,28539-4514,05/01/2016,04/30/2017
2782,GSAD,FOUR JS SHRIMP CO LLC,PO BOX 1027,MAGGIE VALLEY,NC,28751-1027,04/30/2016,03/31/2017
1487,GSAD,DONALD LOUIS BRADDICK,127 TOLER RD,MANTEO,NC,27954-9514,04/18/2016,03/31/2017
2382,GSAD,KAY MARLOW GIBSON,167 M AND M FARMS DR,MOORESVILLE,NC,28115-9341,08/01/2016,07/31/2017
1409,GSAD,CAPT JIMS SEAFOOD INC,4665 ARENDELL ST,MOREHEAD CITY,NC,28557-2708,11/01/2016,10/31/2017
2780,GSAD,CRYSTAL COAST DAYBOAT SEAFOOD COMPANY LLC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/22/2016,03/31/2017
1516,GSAD,CRYSTAL COAST FISHERIES INC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,04/01/2016,03/31/2017
1243,GSAD,VICKSAN INC,7623 S VIRGINIA DARE TRL,NAGS HEAD,NC,27959-9164,11/01/2016,10/31/2017
1911,GSAD,B AND J SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,08/01/2016,07/31/2017
2243,GSAD,BEAUFORT INLET SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,07/01/2016,06/30/2017
2825,GSAD,CHADWICKS SEAFOOD LLC,PO BOX 1982,NEWPORT,NC,28570-1982,10/19/2016,04/30/2018
1514,GSAD,MORGAN HARVEST INC,304 STEAMSHIP LN,NEWPORT,NC,28570-6282,09/01/2016,08/31/2017
2733,GSAD,TRIPLE D INC,109 SE 36TH ST,OAK ISLAND,NC,28465-5856,10/01/2016,09/30/2017
2285,GSAD,HAAG AND SONS SEAFOOD LLC,7901 E OAK ISLAND DR,OAK ISLAND,NC,28465-8062,06/01/2016,05/31/2017
2117,GSAD,BARRETT GARDNER MCMULLAN,1697 BENT TREE TRL SW,OCEAN ISL BCH,NC,28469-6301,10/12/2016,09/30/2017
1688,GSAD,OCRACOKE SEAFOOD COMPANY,PO BOX 1165,OCRACOKE,NC,27960-1165,06/01/2016,05/31/2017
2473,GSAD,ATLANTIC COAST SEAFOOD CO INC,511 NORA POOLE RD,ROXBORO,NC,27574-8581,06/01/2016,05/31/2017
1156,GSAD,HOMER SMITH SEAFOOD INC,PO BOX 68,SALTER PATH,NC,28575-0068,12/01/2016,11/30/2017
2176,GSAD,BF MILLIS & SONS INC,PO BOX 376,SNEADS FERRY,NC,28460-0376,08/09/2016,04/30/2017
2467,GSAD,MITCHELLS SEAFOOD LLC,PO BOX 409,SNEADS FERRY,NC,28460-0409,05/11/2016,04/30/2017
2678,GSAD,SURF CITY SEAFOOD INC,126 BIG HAMMOCK POINT RD,SNEADS FERRY,NC,28460-7584,11/08/2016,10/31/2017
1747,GSAD,GRANTS OYSTER HOUSE INC,1148 OLD FOLKSTONE RD,SNEADS FERRY,NC,28460-9151,06/01/2016,05/31/2017
1316,GSAD,TATUM SEAFOOD INC,PO BOX 11365,SOUTHPORT,NC,28461-1365,04/01/2016,03/31/2017
1507,GSAD,CEDAR LANDING MARINA LLC,1305 CEDAR LANDING RD SW,SUPPLY,NC,28462-2339,03/29/2016,03/31/2017
1354,GSAD,SURF CITY CRAB INC,PO BOX 4041,SURF CITY,NC,28445-0050,04/01/2016,03/31/2017
921,GSAD,WILLIE R ETHERIDGE SEAFOOD CO INC,PO BOX 77,WANCHESE,NC,27981-0077,03/01/2016,02/28/2017
2829,GSAD,FRESH CATCH SEAFOOD,PO BOX 92,WANCHESE,NC,27981-0092,11/15/2016,08/31/2017
2549,GSAD,HARDWAY FISHERIES INC,PO BOX 92,WANCHESE,NC,27981-0092,03/01/2016,02/28/2017
941,GSAD,WANCHESE FISH CO INC,PO BOX 369,WANCHESE,NC,27981-0369,01/01/2017,12/31/2017
1124,GSAD,ONEALS SEA HARVEST INC,PO BOX 708,WANCHESE,NC,27981-0708,04/01/2016,03/31/2017
2724,GSAD,CHARLES JAKE GRIFFIN,323 ER DANIELS RD,WANCHESE,NC,27981-9532,10/28/2016,08/31/2017
1989,GSAD,YPS LLC,1515 MARSTELLAR ST,WILMINGTON,NC,28401-8064,07/27/2016,05/31/2017
1093,GSAD,JEFFREY WAYNE SCOTT,105 WINDLASS DR,WILMINGTON,NC,28409-2030,02/10/2017,01/31/2018
1871,GSAD,SELBY BLEDSOE LEWIS,6125 CHILCOT LN,WILMINGTON,NC,28409-2064,09/01/2016,08/31/2017
2567,GSAD,BENNY PURL INGRAHAM,5530 PEDEN POINT RD,WILMINGTON,NC,28409-4308,08/11/2016,08/31/2017
1713,GSAD,REGINA AHOUSE PLOWDEN,526 AQUARIUS DR,WILMINGTON,NC,28411-9402,11/01/2016,10/31/2017
1169,GSAD,MOTTS CHANNEL SEAFOOD INC,120 SHORT ST,WRITSVLLE BCH,NC,28480-1764,11/06/2015,02/28/2017
2634,GSAD,NORTHEND MARINA LLC,PO BOX 705,BARNEGAT LGT,NJ,08006-0705,08/01/2016,07/31/2017
35,GSAD,COLD SPRING FISH AND SUPPLY CO INC,PO BOX 497,CAPE MAY,NJ,08204-0497,11/01/2016,12/31/2017
119,GSAD,LUNDS FISHERIES INC,997 OCEAN DR,CAPE MAY,NJ,08204-1855,05/01/2016,04/30/2017
2114,GSAD,MICHELE KEATING BRIGHT,615 GOSHEN RD,CAPE MAY CH,NJ,08210-1501,04/01/2016,03/31/2017
546,GSAD,FISHERMENS DOCK COOPERATIVE INC,PO BOX 1314,PT PLEASANT B,NJ,08742-1314,12/01/2016,11/30/2017
2787,GSAD,HARBOR TRADING LLC,10 AVENUE OF TWO RIVERS S,RUMSON,NJ,07760-1813,06/10/2016,02/28/2017
2590,GSAD,JOHN WILLIAM MIKSZA,10-C HANCOCK DR,WHITING,NJ,08759-1649,06/01/2016,05/31/2017
1043,GSAD,BLUE RIBBON FISH CO INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,04/08/2016,03/31/2017
1322,GSAD,CALEB HALEY & CO LLC,800 FOOD CENTER DR,BRONX,NY,10474-0015,12/01/2016,11/30/2017
1046,GSAD,FRANK W WILKISSON INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,01/01/2017,12/31/2017
1899,GSAD,TRADER RAY INC,13807 BOOTH MEMORIAL AVE,FLUSHING,NY,11355-5014,12/09/2016,10/31/2017
1679,GSAD,SAVI SEAFOODS LLC,7649 CHARLEMONT DR,MANLIUS,NY,13104-9517,04/01/2016,03/31/2017
2213,GSAD,MONTAUK FISH DOCK INC,PO BOX 2048,MONTAUK,NY,11954-0902,01/06/2017,12/31/2017
799,GSAD,SAMUELS & SON SEAFOOD CO INC,3400 S LAWRENCE ST,PHILADELPHIA,PA,19148-5623,02/01/2017,01/31/2018
1482,GSAD,ERNIES OLD HARBOUR RESTAURANT INC,PO BOX 1748,BLOCK ISLAND,RI,02807-1748,06/24/2016,06/30/2017
2826,GSAD,FISHERMENS DAILY CATCH LLC,PO BOX 865,BRISTOL,RI,02809-0998,11/04/2016,06/30/2017
2342,GSAD,THE LOCAL CATCH INC,PO BOX 1326,CHARLESTOWN,RI,02813-0905,02/06/2017,01/31/2018
544,GSAD,SEAFREEZE LTD,100 DAVISVILLE PIER RD,N KINGSTOWN,RI,02852-8011,01/01/2017,12/31/2017
1648,GSAD,NGC INC,PO BOX 608,NARRAGANSETT,RI,02882-0608,02/01/2017,10/31/2017
2443,GSAD,SEAFREEZE SHORESIDE INC,PO BOX 3293,NARRAGANSETT,RI,02882-0798,04/01/2016,03/31/2017
51,GSAD,CELESTIAL FOOD DISTRIBUTORS INC,43 CELESTIAL DR,SAUNDERSTOWN,RI,02874-2380,06/01/2016,05/31/2017
529,GSAD,CROSBYS SEAFOOD,2019C CHERRY HILL LN,CHARLESTON,SC,29405-9309,03/01/2016,02/28/2017
957,GSAD,CROSBYS FISH AND SHRIMP COMPANY,2223 FOLLY RD,CHARLESTON,SC,29412-9542,02/01/2017,01/31/2018
2797,GSAD,BAIT A HOOK,454 MONTICELLO LN,COTTAGEVILLE,SC,29435-3347,07/21/2016,03/31/2017
2689,GSAD,TITO RETAIL OPERATIONS LLC,17 IRON BOTTOM LN,DANIEL ISLAND,SC,29492-8415,05/19/2016,10/31/2017
2841,GSAD,BEARDED LADY SEAFOOD LLC,PO BOX 81,FOLLY BEACH,SC,29439-0081,02/06/2017,09/30/2017
2726,GSAD,OV ASSOCIATES LLC,15833 BENNETTS POINT RD,GREEN POND,SC,29446,06/01/2016,05/31/2017
2693,GSAD,ROBERT CHARLES MAROUDAS,46 CLUB COURSE DR,HILTON HEAD,SC,29928-3132,07/09/2016,02/28/2017
1315,GSAD,LONGS SEAFOOD INC,PO BOX 296,LITTLE RIVER,SC,29566-0296,05/05/2016,04/30/2017
2436,GSAD,LAWRENCE C LONG IV,PO BOX 841,LITTLE RIVER,SC,29566-0841,11/02/2016,09/30/2017
498,GSAD,LITTLE RIVER FISH HOUSE INC,PO BOX 855,LITTLE RIVER,SC,29566-0855,01/01/2017,12/31/2017
1912,GSAD,THOMAS WADE LONG,PO BOX 1167,LITTLE RIVER,SC,29566-1167,03/01/2016,02/28/2017
2655,GSAD,RONNIE DEAN ATKINSON,4167 WRENS CROSSING,LITTLE RIVER,SC,29566-6447,02/10/2017,01/31/2018
1846,GSAD,JEFFREY GERALD MARTINI,4424 PLANTATION HARBOUR DR,LITTLE RIVER,SC,29566-7539,05/01/2016,04/30/2017
2481,GSAD,CARL WILLIAM CUSTER SR,127 PIER POINTE DR,LITTLE RIVER,SC,29566-9274,09/01/2016,08/31/2017
530,GSAD,CAROLINA SEAFOODS INC,PO BOX 396,MCCLELLANVLE,SC,29458-0396,01/01/2017,12/31/2017
2182,GSAD,ABUNDANT SEAFOOD,976 HOUSTON NORTHCUTT BLVD,MT PLEASANT,SC,29464-3488,04/01/2016,03/31/2017
2582,GSAD,CHARLES BENTON SIGMAN,232 HADDRELL ST,MT PLEASANT,SC,29464-4307,01/01/2017,12/31/2017
2140,GSAD,HARRELSONS SEAFOOD MARKET,PO BOX 302,MURRELLS INLT,SC,29576-0302,08/04/2016,07/31/2017
2716,GSAD,KENYON SEAFOOD LLC,PO BOX 385,MURRELLS INLT,SC,29576-0385,02/09/2017,05/31/2018
1358,GSAD,C & C SEAFOOD,PO BOX 972,MURRELLS INLT,SC,29576-0972,12/01/2016,11/30/2017
2743,GSAD,MURRELS INLET BAIT AND TACKLE LLC,PO BOX 1972,MURRELLS INLT,SC,29576-1972,09/14/2016,08/31/2017
2530,GSAD,DINING CONCEPTS GROUPS LLC,4123 HIGHWAY 17 BUS,MURRELLS INLT,SC,29576-6265,01/25/2017,12/31/2017
2835,GSAD,ALESSIO CIORCIARI,321 VESTA DR,MYRTLE BEACH,SC,29579-7412,01/04/2017,01/31/2018
2691,GSAD,LOW COUNTRY SHELLFISH INC,7195 BRYHAWKE CIR,N CHARLESTON,SC,29418-3331,01/13/2017,12/31/2017
2792,GSAD,HAMPTON JESSE LLOYD,360 SCHINGER AVE,RIDGELAND,SC,29936-8146,06/08/2016,11/30/2017
942,GSAD,CHERRY POINT SEAFOOD CO INC,2789 CHERRY POINT RD,WADMALAW IS,SC,29487-7007,08/15/2016,06/30/2017
2003,GSAD,YONGES ISLAND FISH COMPANY INC,7540 ETHEL POST OFFICE RD,YONGES ISLAND,SC,29449-6055,03/01/2016,02/28/2017
2793,GSAD,BAY FRESH OYSTER CO INC,2490 AVENUE L,DICKINSON,TX,77539-9788,06/11/2016,11/30/2017
2624,GSAD,JASON BRADFORD KRESSE,322 LEEWARD WAY,FREEPORT,TX,77541-7653,08/01/2016,07/31/2017
2458,GSAD,ALBERT A GODINICH,PO BOX 1658,FULTON,TX,78358-1658,06/01/2016,05/31/2017
2273,GSAD,KATIES SEAFOOD MARKET,1902 WHARF RD,GALVESTON,TX,77550-1652,08/01/2016,07/31/2017
403,GSAD,GALVESTON SHRIMP COMPANY INC,PO BOX 863,GALVESTON,TX,77553-0863,09/16/2016,08/31/2017
335,GSAD,FULTON SEAFOOD INC,2818 MCKINNEY ST,HOUSTON,TX,77003-3732,06/30/2016,04/30/2017
2781,GSAD,COSTA KOUZOUNIS,2438 TANGLEY ST,HOUSTON,TX,77005-2514,02/01/2017,01/31/2018
763,GSAD,TRULUCKS SEAFOOD LLC,9601 KATY FWY,HOUSTON,TX,77024-1342,11/08/2016,10/31/2017
2524,GSAD,HARRIS JAMES PAPPAS,13939 NORTHWEST FWY,HOUSTON,TX,77040-5115,11/01/2016,10/31/2017
2623,GSAD,SYBIL MURINE CONNORS,13655 BISSONNET ST,HOUSTON,TX,77083-6463,07/28/2016,11/30/2017
1219,GSAD,AIRLINE SEAFOOD INC,1841 RICHMOND AVE,HOUSTON,TX,77098-3509,09/15/2016,08/31/2017
2833,GSAD,MICHAEL REGAN,3535 GLENWOOD SPRINGS DR,KINGWOOD,TX,77345-1124,01/06/2017,02/28/2018
2821,GSAD,SEAFOOD BARN,29642 SHARE 28 RD,LOS FRESNOS,TX,78566-4726,09/12/2016,08/31/2017
1928,GSAD,JOHN HAROLD RAWLINGS SR,PO BOX 118,MATAGORDA,TX,77457-0118,10/01/2016,09/30/2017
179,GSAD,JBS PACKING CO INC,PO BOX 399,PORT ARTHUR,TX,77641-0399,07/01/2016,06/30/2017
249,GSAD,MILTS SEAFOOD PLANT INC,PO BOX 895,PORT BOLIVAR,TX,77650-0895,04/01/2016,03/31/2017
2412,GSAD,BOYDS SEAFOOD INC,PO BOX 76,TEXAS CITY,TX,77592-0076,10/20/2016,09/30/2017
2709,GSAD,PJS SEAFOOD SHOP AND DINER,1804 N NAVARRO ST,VICTORIA,TX,77901-5233,10/01/2016,05/31/2017
554,GSAD,CHINCOTEAGUE FISHERIES,4147 MAIN ST,CHINCOTEAGUE,VA,23336-2464,03/22/2016,08/31/2017
2809,GSAD,COMMONWEALTH SEAFOOD LLC,1190 VIRGINIA AVE,CULPEPER,VA,22701-1989,08/10/2016,07/31/2017
487,GSAD,GEORGES SEAFOOD INC,PO BOX 7207,NORFOLK,VA,23509-0207,06/01/2016,05/31/2017
1359,GSAD,K AND A SEAFOOD,4401 MONMOUTH CASTLE RD,VIRGINIA BCH,VA,23455-6107,09/01/2016,08/31/2017
