SERO Dealer,Permit,Dealer,Address,City,State,Zipcode,Effective Date,Expiration Date
2223,GSAD,GET REEL FISHERIES LLC,10918 90TH TER,SEMINOLE,FL,33772-3710,05/13/2015,05/31/2016
1799,GSAD,HERNANDO BEACH SEAFOOD INC,PO BOX 3630,SPRING HILL,FL,34611-3630,05/29/2015,06/30/2016
528,GSAD,SEAFOOD SHOPPE INC,2125 A1A S,ST AUGUSTINE,FL,32080-6513,04/01/2015,03/31/2016
789,GSAD,MICHAEL STEVEN KYLE,3874 N PONCE DE LEON BLVD,ST AUGUSTINE,FL,32084-1281,05/19/2015,05/31/2016
2667,GSAD,AUNT KATES LLC,612 EUCLID AVE,ST AUGUSTINE,FL,32084-8835,03/06/2015,03/31/2016
2193,GSAD,BARNHILL FISHERIES INC,PO BOX 418,ST JAMES CITY,FL,33956-0418,06/30/2015,04/30/2016
1933,GSAD,JUG CREEK SEAFOOD LLC,PO BOX 629,ST JAMES CITY,FL,33956-0629,07/21/2015,06/30/2016
2740,GSAD,DAVID RICHARD LAKE,4547 BERKSHIRE RD,ST JAMES CITY,FL,33956-2906,11/23/2015,08/31/2016
1588,GSAD,ISLAND CRAB CORPORATION,5595 DOUG TAYLOR CIR,ST JAMES CITY,FL,33956-3220,08/01/2015,07/31/2016
2717,GSAD,FISH STONERS INC,3930 OLEANDER WAY,ST PETE BEACH,FL,33706-2637,08/19/2015,07/31/2016
213,GSAD,MASTRYS BAIT AND TACKLE INC,1700 4TH ST S,ST PETERSBURG,FL,33701-5811,12/01/2015,11/30/2016
2069,GSAD,OLD TAMPA BAY SEAFOOD COMPANY LLC,13040 GANDY BLVD N,ST PETERSBURG,FL,33702-1552,10/01/2015,09/30/2016
2662,GSAD,ST PETE FISHING LLC,5809 BAY LAKE DR S,ST PETERSBURG,FL,33708-3536,02/20/2015,02/29/2016
467,GSAD,BAMA SEA PRODUCTS INC,756 28TH ST S,ST PETERSBURG,FL,33712-1907,12/29/2014,12/31/2015
581,GSAD,RISING SUN FISHERIES INC,2860 DARTMOUTH AVE N,ST PETERSBURG,FL,33713-7724,06/09/2015,05/31/2016
1845,GSAD,SAMMYS SEAFOOD INC,2875 46TH AVE N,ST PETERSBURG,FL,33714-3811,02/04/2015,02/29/2016
1420,GSAD,BAY-N-GULF INC,PO BOX 530188,ST PETERSBURG,FL,33747-0188,03/09/2015,04/30/2016
2659,GSAD,PAPAS SEAFOOD,PO BOX 165,STEINHATCHEE,FL,32359-0165,02/11/2015,07/31/2016
2522,GSAD,DOROTHY MELISSA WILLITS,PO BOX 607,STEINHATCHEE,FL,32359-0607,06/01/2015,05/31/2016
2180,GSAD,TIDES UP FISHERIES LLC,PO BOX 808,STEINHATCHEE,FL,32359-0808,03/05/2015,03/31/2016
2561,GSAD,JOPED INC,1411 SE INDIAN ST,STUART,FL,34997-5601,08/07/2014,02/29/2016
2579,GSAD,GEORGE WILLIAM NILES,PO BOX 420230,SUMMRLND KEY,FL,33042-0230,08/01/2015,07/31/2016
1364,GSAD,FANCI SEAFOOD INC,PO BOX 420354,SUMMRLND KEY,FL,33042-0354,12/01/2015,11/30/2016
2650,GSAD,LOW KEY FISHERIES LLC,22500 OVERSEAS HWY,SUMMRLND KEY,FL,33042-4257,03/12/2015,12/31/2015
2574,GSAD,KEY WEST SMOKED FISH INC,24171 OVERSEAS HWY,SUMMRLND KEY,FL,33042-4858,08/12/2014,01/31/2016
2651,GSAD,DEBRA DIAN HESS,2231 MIDDLE TORCH RD,SUMMRLND KEY,FL,33042-5800,10/13/2015,08/31/2016
1079,GSAD,SOUTHERN SEAFOOD MARKETING INC,1415 TIMBERLANE RD,TALLAHASSEE,FL,32312-1735,12/31/2014,12/31/2015
2706,GSAD,KX WHOLESLAE SEAFOOD LLC,4503 E 7TH AVE,TAMPA,FL,33605-4609,08/11/2015,05/31/2016
2589,GSAD,WILD FISH DIRECT LLC,2109 BAYSHORE BLVD,TAMPA,FL,33606-3155,11/06/2015,06/30/2016
229,GSAD,COXS SEAFOOD MARKET INC,6821 N DALE MABRY HWY,TAMPA,FL,33614-3928,02/06/2015,02/29/2016
2741,GSAD,OFFSHORECHARTERS.COM INC,15601 GARDENSIDE LN,TAMPA,FL,33624-1817,12/01/2015,02/28/2017
666,GSAD,COXS SEAFOOD TARPON SPRINGS INC,PO BOX 1973,TARPON SPGS,FL,34688-1973,02/01/2015,01/31/2016
2409,GSAD,PELICAN POINT SEAFOOD OF TARPON SPRINGS LLC,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,12/10/2014,12/31/2015
174,GSAD,RUSSELL REAL ESTATE INVESTMENTS INC,933 DODECANESE BLVD,TARPON SPGS,FL,34689-3135,05/21/2015,05/31/2016
757,GSAD,HOLIDAY SEAFOODS INC,589 ISLAND DR,TARPON SPGS,FL,34689-3147,11/01/2015,10/31/2016
2488,GSAD,#1 BAIT COMPANY LLC,190 AZALEA ST,TAVERNIER,FL,33070-2201,03/13/2015,03/31/2016
2578,GSAD,MATTHEW MICHAEL DETTMAN,102 AZALEA ST,TAVERNIER,FL,33070-2201,04/01/2015,03/31/2016
2594,GSAD,ISLAMORADA LOBSTER & STONE CRAB COMPANY,90775 OLD HWY,TAVERNIER,FL,33070-2429,11/17/2014,01/31/2016
2504,GSAD,WAHOO MOMMA LLC,1177 DUQUESNE RD,VENICE,FL,34293-6424,02/10/2015,02/29/2016
2737,GSAD,CHRISTOPHER JAMES NADOLNA,5421 HOBART AVE,WEST PALM BCH,FL,33405-3418,10/29/2015,10/31/2016
2275,GSAD,NEW ORIENTAL MARKET INC,1749 N MILITARY TRL,WEST PALM BCH,FL,33409-4769,06/23/2015,07/31/2016
2198,GSAD,ALMEIDA FISHERIES INC,455 CRESTA CIR,WEST PALM BCH,FL,33413-1043,06/17/2015,04/30/2016
2351,GSAD,DAVID FRANKLIN TROGDON,147 1ST ST,WEST PALM BCH,FL,33413-1704,12/11/2014,12/31/2015
2493,GSAD,REEL TIME FISHERS INC,626 N RIP HALL RD,WEWAHITCHKA,FL,32465-2951,06/04/2015,06/30/2016
2061,GSAD,GET SEAFOOD INC,1049 THOMAS RD,WINTER HAVEN,FL,33880-5649,10/22/2015,11/30/2016
2476,GSAD,LOMBARDIS MARKETPLACE LLC,1888 W FAIRBANKS AVE,WINTER PARK,FL,32789-4502,09/01/2015,08/31/2016
2548,GSAD,LOUGHRIDGE BROTHERS SEAFOOD CO INC,6501 RIVERSIDE DR,YANKEETOWN,FL,34498-2439,09/28/2015,09/30/2016
1391,GSAD,KNIGHT SEAFOOD INC,PO BOX 1664,BRUNSWICK,GA,31521-1664,11/04/2015,10/31/2016
479,GSAD,PHILLIPS SEAFOOD INC,1418 SAPELO AVE NE,TOWNSEND,GA,31331-5732,12/01/2015,11/30/2016
1994,GSAD,INLAND SEAFOOD,1651 MONTREAL CIR,TUCKER,GA,30084-6933,10/23/2014,03/31/2016
2448,GSAD,VENICE MARINA,PO BOX 11,BELLE CHASSE,LA,70037-0011,03/24/2015,04/30/2016
476,GSAD,D AND C SEAFOOD INC,PO BOX 127,BOOTHVILLE,LA,70038-0127,12/02/2014,12/31/2015
2566,GSAD,CAMERON FISHERIES LLC,PO BOX 1328,CAMERON,LA,70631-1328,12/01/2015,11/30/2016
1467,GSAD,TUNACO INC,PO BOX 117,DULAC,LA,70353-0117,07/16/2015,08/31/2016
131,GSAD,STEVENS SEAFOOD INC,8893 SHRIMPERS ROW,DULAC,LA,70353-2213,10/01/2015,09/30/2016
255,GSAD,3-G ENTERPRISES INC,PO BOX 640,GOLDEN MEADOW,LA,70357-0640,09/01/2015,08/31/2016
203,GSAD,DEAN BLANCHARD SEAFOOD INC,PO BOX 1,GRAND ISLE,LA,70358-0001,01/28/2015,01/31/2016
1655,GSAD,MARSHALL EARL SPICER,208 JOHNNY BENOIT RD,HACKBERRY,LA,70645-3805,12/30/2014,12/31/2015
1209,GSAD,JENSEN TUNA INC,5885 HIGHWAY 311,HOUMA,LA,70360-6668,03/26/2015,04/30/2016
236,GSAD,LOUISIANA SEAFOOD EXCHANGE INC,428 JEFFERSON HWY,JEFFERSON,LA,70121-2515,05/19/2015,05/31/2016
557,GSAD,HARLONS LA FISH LLC,PO BOX 486,KENNER,LA,70063-0486,09/01/2015,08/31/2016
2221,GSAD,CRAIG BORGES NEW ORLEANS FRESH FISH AND SEAFOOD CO,1017 W HARIMAW CT,METAIRIE,LA,70001-6231,09/15/2015,05/31/2016
363,GSAD,AMERICAN SEAFOOD INC,3034 GEORGE NICK CONNOR DR,NEW ORLEANS,LA,70119-1714,11/01/2015,10/31/2016
700,GSAD,NEW ORLEANS FISH HOUSE,921 S DUPRE ST,NEW ORLEANS,LA,70125-1343,12/01/2015,11/30/2016
2270,GSAD,KENNEY SEAFOOD INC,32800 C C RD,SLIDELL,LA,70460-3274,10/14/2015,05/31/2016
2621,GSAD,PAMELA ANN BERTUCCI,227 MARLIN DR,SLIDELL,LA,70461-1118,08/04/2015,07/31/2016
2335,GSAD,THOMAS JERRALL WILLIAMS,4391 TUPELO DR,SLIDELL,LA,70461-1705,01/21/2015,02/29/2016
2203,GSAD,K AND C SEAFOOD LLC,4412 MAPLEWOOD DR,SULPHUR,LA,70663-6416,05/19/2015,04/30/2016
1334,GSAD,VENICE SEAFOOD LLC,PO BOX 207,VENICE,LA,70091-0207,04/30/2015,05/31/2016
304,GSAD,SHARKCO SEAFOOD INTERNATIONAL LLC,707 JUMP BASIN RD,VENICE,LA,70091-4351,09/01/2015,08/31/2016
2471,GSAD,WILD FISH LLC,13-15 BOSTON FISH PIER,BOSTON,MA,02210-1886,07/02/2015,03/31/2016
527,GSAD,STAVIS SEAFOODS INC,212 NORTHERN AVE,BOSTON,MA,02210-2089,12/12/2014,12/31/2015
99,GSAD,F J OHARA & SONS INC,7 FID KENNEDY AVE,BOSTON,MA,02210-2321,08/01/2015,07/31/2016
106,GSAD,JOHN NAGLE CO,306 NORTHERN AVE,BOSTON,MA,02210-2324,11/01/2015,10/31/2016
1341,GSAD,BOSTON SWORD & TUNA INC,8 SEAFOOD WAY,BOSTON,MA,02210-2603,07/21/2015,06/30/2016
1347,GSAD,LEGAL SEA FOODS LLC,1 SEAFOOD WAY,BOSTON,MA,02210-2702,02/09/2015,12/31/2015
1215,GSAD,EDGARTOWN SEAFOOD INC,PO BOX 2892,EDGARTOWN,MA,02539-2892,06/12/2015,06/30/2016
1223,GSAD,TASTY SEAFOOD CO,13 MARCONI LN,MARION,MA,02738-1445,03/25/2015,03/31/2016
2547,GSAD,SALTY BALLS SEAFOOD LLC,PO BOX 3001,NANTUCKET,MA,02584-3001,12/01/2015,11/30/2016
38,GSAD,BERGIES SEAFOOD INC,PO BOX 941,NEW BEDFORD,MA,02741-0941,07/13/2015,07/31/2016
1750,GSAD,OCEANS FLEET FISHERIES INC,20 BLACKMER ST,NEW BEDFORD,MA,02744-2614,11/26/2014,12/31/2015
1272,GSAD,MARTHAS VINEYARD SEAFOOD GROUP INC,PO BOX 1686,VINEYARD HVN,MA,02568-0909,04/10/2015,01/31/2016
1982,GSAD,KERRY FERGUSON HARRINGTON,PO BOX 196,BERLIN,MD,21811-0196,07/13/2015,10/31/2016
2475,GSAD,SEA BORN INC,PO BOX 196,BERLIN,MD,21811-0196,04/01/2015,08/31/2016
656,GSAD,SOUTHERN CONNECTION SEAFOOD INC,27040 HEARTS DR,CRISFIELD,MD,21817-2616,06/29/2015,07/31/2016
2424,GSAD,MARTIN FISH COMPANY LLC,12929 HARBOR RD,OCEAN CITY,MD,21842-9275,11/12/2014,12/31/2015
2025,GSAD,PORTLAND FISH EXCHANGE,6 PORTLAND FISH PIER,PORTLAND,ME,04101-4620,07/24/2015,08/31/2016
753,GSAD,ISLAMORADA FISH COMPANY LLC,2500 E KEARNEY ST,SPRINGFIELD,MO,65898-0001,05/12/2015,12/31/2015
1165,GSAD,QUALITY POULTRY & SEAFOOD INC,895 DIVISION ST,BILOXI,MS,39530-2021,11/20/2014,12/31/2015
1920,GSAD,WILLIAM MATTHEW LEE JR,2657 WINDWARD DR,GAUTIER,MS,39553-6444,03/26/2015,02/29/2016
207,GSAD,CLARK SEAFOOD CO INC,PO BOX 220,PASCAGOULA,MS,39568-0220,05/19/2015,05/31/2016
1481,GSAD,DONALD ALLEN DIEHL,PO BOX 608,ATLANTIC BCH,NC,28512-0608,12/01/2015,11/30/2016
618,GSAD,AVON SEAFOOD,PO BOX 251,AVON,NC,27915-0251,07/06/2015,05/31/2016
1841,GSAD,FISHTOWNE LLC,100 WELLONS DR,BEAUFORT,NC,28516-2449,07/24/2015,07/31/2016
2425,GSAD,THOMAS SEAFOOD OF CARTERET INC,421 MERRIMON RD,BEAUFORT,NC,28516-6679,02/04/2015,02/29/2016
606,GSAD,WELLS JAMES BARKER,1857 NC HIGHWAY 101,BEAUFORT,NC,28516-7738,12/11/2014,01/31/2016
2543,GSAD,SONS OF THE SEA LLC,1650 POPLAR BRANCH TRL,BOLIVIA,NC,28422-8400,06/04/2015,05/31/2016
456,GSAD,BLACKBURN BROS INC,PO BOX 1605,CAROLINA BCH,NC,28428-1605,07/01/2015,07/31/2016
2255,GSAD,QUALITY SEAFOOD,PO BOX 659,CEDAR ISLAND,NC,28520-0659,10/14/2015,08/31/2016
2217,GSAD,ROBERT TIMOTHY GRINER,4446 WOODLARK LN,CHARLOTTE,NC,28211-1930,03/02/2015,01/31/2016
2396,GSAD,FULL CIRCLE CRAB COMPANY INC,1366 US HIGHWAY 64 E,COLUMBIA,NC,27925-8888,02/25/2015,05/31/2016
2347,GSAD,CAPN WILLIS SEAFOOD MARKET INC,7803A EMERALD DR,EMERALD ISLE,NC,28594-2810,12/01/2015,11/30/2016
669,GSAD,ENGELHARD SEAFOOD INC,PO BOX 190,ENGELHARD,NC,27824-0190,05/19/2015,06/30/2016
2559,GSAD,BLUE WATER ORGANIC FARMING LLC,107 ANNA CT,HAMPSTEAD,NC,28443-2097,05/13/2015,05/31/2016
1630,GSAD,EVERETTE RANDOLPH MCKINLEY III,114 FRIENDLY LN,HAMPSTEAD,NC,28443-2663,08/03/2015,07/31/2016
2557,GSAD,JERRY WENDELL EDENS JR,444 OLD LANDING RD,HAMPSTEAD,NC,28443-8980,06/10/2015,05/31/2016
1861,GSAD,HARBOR HOUSE SEAFOOD MARKET,PO BOX 7,HATTERAS,NC,27943-0007,01/16/2015,01/31/2016
2680,GSAD,JENNIFER MAY SCARBOROUGH,PO BOX 263,HATTERAS,NC,27943-0263,04/23/2015,05/31/2016
1279,GSAD,JANET W WHITBECK INC,PO BOX 515,HATTERAS,NC,27943-0515,07/02/2015,05/31/2016
1415,GSAD,ANTHONY M AUSTIN,276 GOOSE CREEK RD,HUBERT,NC,28539-4514,03/12/2015,04/30/2016
1487,GSAD,DONALD LOUIS BRADDICK,127 TOLER RD,MANTEO,NC,27954-9514,03/23/2015,03/31/2016
2382,GSAD,KAY MARLOW GIBSON,167 M AND M FARMS DR,MOORESVILLE,NC,28115-9341,08/13/2015,07/31/2016
1883,GSAD,SANITARY FISH MARKET & RESTAURANT INC,PO BOX 38,MOREHEAD CITY,NC,28557-0038,10/16/2015,12/31/2016
1409,GSAD,CAPT JIMS SEAFOOD MARKET INC,4665 ARENDELL ST,MOREHEAD CITY,NC,28557-2708,11/01/2015,10/31/2016
1516,GSAD,CRYSTAL COAST FISHERIES INC,2010 BRIDGES ST,MOREHEAD CITY,NC,28557-3615,02/24/2015,03/31/2016
2695,GSAD,CAROL M SYKES,PO BOX 583,NAGS HEAD,NC,27959-0583,06/10/2015,12/31/2016
1243,GSAD,VICKSAN INC,7623 S VIRGINIA DARE TRL,NAGS HEAD,NC,27959-9164,11/01/2015,10/31/2016
2552,GSAD,MICHAEL DAVID ROMEO,2611 S WRIGHTSVILLE AVE,NAGS HEAD,NC,27959-9325,02/27/2015,02/29/2016
1911,GSAD,B AND J SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,08/01/2015,07/31/2016
2243,GSAD,BEAUFORT INLET SEAFOOD CO INC,PO BOX 3321,NEW BERN,NC,28564-3321,07/01/2015,06/30/2016
1514,GSAD,MORGAN HARVEST INC,304 STEAMSHIP LN,NEWPORT,NC,28570-6282,09/01/2015,08/31/2016
2733,GSAD,TRIPLE D INC,109 SE 36TH ST,OAK ISLAND,NC,28465-5856,10/27/2015,09/30/2016
2285,GSAD,HAAG AND SONS SEAFOOD LLC,7901 E OAK ISLAND DR,OAK ISLAND,NC,28465-8062,05/26/2015,05/31/2016
1688,GSAD,OCRACOKE SEAFOOD COMPANY,PO BOX 1165,OCRACOKE,NC,27960-1165,07/16/2015,05/31/2016
2473,GSAD,ATLANTIC COAST SEAFOOD INC,511 NORA POOLE RD,ROXBORO,NC,27574-8581,06/10/2015,05/31/2016
1156,GSAD,HOMER SMITH SEAFOOD INC,PO BOX 68,SALTER PATH,NC,28575-0068,12/01/2015,11/30/2016
2176,GSAD,BF MILLIS & SONS INC,PO BOX 376,SNEADS FERRY,NC,28460-0376,04/27/2015,04/30/2016
2467,GSAD,MITCHELLS SEAFOOD LLC,PO BOX 409,SNEADS FERRY,NC,28460-0409,05/01/2015,04/30/2016
2705,GSAD,EXTREME WATER SPORTS LLC,316 FULCHER LANDING RD,SNEADS FERRY,NC,28460-6560,07/10/2015,06/30/2016
2678,GSAD,SURF CITY SEAFOOD INC,126 BIG HAMMOCK POINT RD,SNEADS FERRY,NC,28460-7584,04/13/2015,10/31/2016
1747,GSAD,GRANTS OYSTER HOUSE INC,1148 OLD FOLKSTONE RD,SNEADS FERRY,NC,28460-9151,05/22/2015,05/31/2016
1316,GSAD,TATUM SEAFOOD INC,PO BOX 11365,SOUTHPORT,NC,28461-1365,03/24/2015,03/31/2016
2683,GSAD,FIBBER MCGEES INC,1780-1 QUEEN ANNE,SUNSET BEACH,NC,28468-4394,04/29/2015,10/31/2016
2337,GSAD,FINZ N TAILZ FISH COMPANY INC,3330 OLD FERRY RD SW,SUPPLY,NC,28462-2288,05/08/2015,05/31/2016
2602,GSAD,ROBIN KLINGER HOLLAR,2850 PAUL ANDREW ST SW,SUPPLY,NC,28462-2758,09/15/2014,02/29/2016
1354,GSAD,SURF CITY CRAB INC,PO BOX 4041,SURF CITY,NC,28445-0050,03/27/2015,03/31/2016
921,GSAD,WILLIE R ETHERIDGE SEAFOOD CO INC,PO BOX 77,WANCHESE,NC,27981-0077,02/05/2015,02/29/2016
2549,GSAD,HARDWAY FISHERIES INC,PO BOX 92,WANCHESE,NC,27981-0092,02/12/2015,02/29/2016
941,GSAD,WANCHESE FISH CO INC,PO BOX 369,WANCHESE,NC,27981-0369,11/24/2014,12/31/2015
1124,GSAD,ONEALS SEA HARVEST INC,PO BOX 708,WANCHESE,NC,27981-0708,03/02/2015,03/31/2016
2724,GSAD,CHARLES JAKE GRIFFIN,323 ER DANIELS RD,WANCHESE,NC,27981-9532,09/30/2015,08/31/2016
1989,GSAD,YPS LLC,1515 MARSTELLAR ST,WILMINGTON,NC,28401-8064,05/27/2015,05/31/2016
1093,GSAD,JEFFREY WAYNE SCOTT,105 WINDLASS DR,WILMINGTON,NC,28409-2030,12/30/2014,01/31/2016
1871,GSAD,SELBY BLEDSOE LEWIS,6125 CHILCOT LN,WILMINGTON,NC,28409-2064,09/22/2015,08/31/2016
2598,GSAD,GREGORY DEAN EDENS SR,1580 SCOTTS HILL LOOP RD,WILMINGTON,NC,28411-6870,09/23/2014,03/31/2016
1713,GSAD,REGINA AHOUSE PLOWDEN,526 AQUARIUS DR,WILMINGTON,NC,28411-9402,11/01/2015,10/31/2016
1169,GSAD,MOTTS CHANNEL SEAFOOD INC,120 SHORT ST,WRITSVLLE BCH,NC,28480-1764,11/06/2015,02/28/2017
94,GSAD,VIKING VILLAGE INC,PO BOX 458,BARNEGAT LGT,NJ,08006-0458,11/01/2015,10/31/2016
2634,GSAD,NORTHEND MARINA LLC,PO BOX 705,BARNEGAT LGT,NJ,08006-0705,03/06/2015,07/31/2016
35,GSAD,COLD SPRING FISH AND SUPPLY CO INC,906 SCHELLENGER ST,CAPE MAY,NJ,08204-1775,11/01/2015,10/31/2016
119,GSAD,LUNDS FISHERIES INC,997 OCEAN DR,CAPE MAY,NJ,08204-1855,03/23/2015,04/30/2016
2114,GSAD,MICHELE KEATING BRIGHT,615 GOSHEN RD,CAPE MAY CH,NJ,08210-1501,02/24/2015,03/31/2016
546,GSAD,FISHERMENS DOCK COOPERATIVE INC,PO BOX 1314,PT PLEASANT B,NJ,08742-1314,12/01/2015,11/30/2016
859,GSAD,KASHIKO INC,4164 ATLANTIC AVE,WALL TOWNSHIP,NJ,07727-3712,04/13/2015,04/30/2016
2590,GSAD,JOHN WILLIAM MIKSZA,10-C HANCOCK DR,WHITING,NJ,08759-1649,06/01/2015,05/31/2016
1043,GSAD,BLUE RIBBON FISH CO INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,02/27/2015,03/31/2016
1322,GSAD,CALEB HALEY & CO LLC,800 FOOD CENTER DR,BRONX,NY,10474-0015,12/01/2015,11/30/2016
1046,GSAD,FRANK W WILKISSON INC,800 FOOD CENTER DR,BRONX,NY,10474-0015,12/10/2014,12/31/2015
1679,GSAD,SAVI SEAFOODS LLC,7649 CHARLEMONT DR,MANLIUS,NY,13104-9517,02/27/2015,03/31/2016
2213,GSAD,MONTAUK FISH DOCK INC,PO BOX 2048,MONTAUK,NY,11954-0902,12/31/2014,12/31/2015
799,GSAD,SAMUELS & SON SEAFOOD CO INC,3400 S LAWRENCE ST,PHILADELPHIA,PA,19148-5623,01/12/2015,01/31/2016
2342,GSAD,THE LOCAL CATCH INC,PO BOX 1326,CHARLESTOWN,RI,02813-0905,04/14/2015,01/31/2016
544,GSAD,SEAFREEZE LTD,100 DAVISVILLE PIER RD,N KINGSTOWN,RI,02852-8011,12/23/2014,12/31/2015
2443,GSAD,SEAFREEZE SHORESIDE INC,PO BOX 3293,NARRAGANSETT,RI,02882-0798,03/10/2015,03/31/2016
51,GSAD,CELESTIAL FOOD DISTRIBUTORS INC,43 CELESTIAL DR,SAUNDERSTOWN,RI,02874-2380,05/20/2015,05/31/2016
2707,GSAD,CJ SEAFOOD LLC,PO BOX 1628,BEAUFORT,SC,29901-1628,07/14/2015,01/31/2017
2699,GSAD,LINH VAN CRAIG,6 SPRING CROSSING DR,BLUFFTON,SC,29910-5842,06/30/2015,12/31/2016
529,GSAD,CROSBYS SEAFOOD,2019C CHERRY HILL LN,CHARLESTON,SC,29405-9309,01/20/2015,02/29/2016
957,GSAD,CROSBYS FISH AND SHRIMP COMPANY,2223 FOLLY RD,CHARLESTON,SC,29412-9542,01/28/2015,01/31/2016
2693,GSAD,ROBERT CHARLES MAROUDAS,46 CLUB COURSE DR,HILTON HEAD,SC,29928-3132,06/29/2015,02/29/2016
1315,GSAD,LONGS SEAFOOD INC,PO BOX 296,LITTLE RIVER,SC,29566-0296,03/26/2015,04/30/2016
2436,GSAD,LAWRENCE C LONG IV,PO BOX 841,LITTLE RIVER,SC,29566-0841,10/06/2015,09/30/2016
498,GSAD,LITTLE RIVER FISH HOUSE INC,PO BOX 855,LITTLE RIVER,SC,29566-0855,12/10/2014,12/31/2015
2664,GSAD,LONGWAY FISHING,PO BOX 938,LITTLE RIVER,SC,29566-0938,02/24/2015,07/31/2016
1912,GSAD,THOMAS WADE LONG,PO BOX 1167,LITTLE RIVER,SC,29566-1167,02/26/2015,02/29/2016
2655,GSAD,RONNIE DEAN ATKINSON,4167 WRENS XING,LITTLE RIVER,SC,29566-6447,02/24/2015,01/31/2016
1846,GSAD,JEFFREY GERALD MARTINI,4424 PLANTATION HARBOUR DR,LITTLE RIVER,SC,29566-7539,06/11/2015,04/30/2016
2481,GSAD,CARL WILLIAM CUSTER SR,127 PIER POINTE DR,LITTLE RIVER,SC,29566-9274,09/22/2015,08/31/2016
530,GSAD,CAROLINA SEAFOODS INC,PO BOX 396,MCCLELLANVLE,SC,29458-0396,12/24/2014,12/31/2015
2182,GSAD,ABUNDANT SEAFOOD,976 HOUSTON NORTHCUTT BLVD,MT PLEASANT,SC,29464-3488,03/26/2015,03/31/2016
2582,GSAD,CHARLES BENTON SIGMAN,232 HADDRELL ST,MT PLEASANT,SC,29464-4307,08/20/2014,12/31/2015
2726,GSAD,OV ASSOCIATES LLC,474 WANDO PARK BLVD #102,MT PLEASANT,SC,29464-7933,09/30/2015,05/31/2016
2530,GSAD,DINING CONCEPTS GROUPS LLC,4123 US 17 BUSINESS,MURRELLS INLET,SC,29576,02/01/2015,01/31/2016
2140,GSAD,HARRELSONS SEAFOOD MARKET,PO BOX 302,MURRELLS INLET,SC,29576,07/30/2015,06/30/2016
2716,GSAD,KENYON SEAFOOD LLC,PO BOX 385,MURRELLS INLT,SC,29576-0385,08/12/2015,05/31/2016
1358,GSAD,C & C SEAFOOD,PO BOX 972,MURRELLS INLT,SC,29576-0972,12/01/2015,11/30/2016
2696,GSAD,AL CIORCIARI,321 VESTA DR,MYRTLE BEACH,SC,29579-7412,06/22/2015,01/31/2016
2691,GSAD,LOW COUNTRY SHELLFISH INC,7195 BRYHAWKE CIR,N CHARLESTON,SC,29418-3331,06/04/2015,12/31/2016
942,GSAD,CHERRY POINT SEAFOOD CO INC,2789 CHERRY POINT RD,WADMALAW IS,SC,29487-7007,08/01/2015,06/30/2016
2003,GSAD,YONGES ISLAND FISH COMPANY INC,7540 ETHEL POST OFFICE RD,YONGES ISLAND,SC,29449-6055,02/12/2015,02/29/2016
2261,GSAD,AME AUSTIN SEAFOOD PRODUCTS INC,2101 AIRPORT BLVD,AUSTIN,TX,78722-1403,03/12/2015,01/31/2016
2624,GSAD,JASON BRADFORD KRESSE,PO BOX 2793,FREEPORT,TX,77542-2793,08/01/2015,07/31/2016
2458,GSAD,ALBERT A GODINICH,PO BOX 1658,FULTON,TX,78358-1658,05/29/2015,05/31/2016
2273,GSAD,KATIES SEAFOOD LLC,1902 WHARF RD,GALVESTON,TX,77550-1652,07/07/2015,07/31/2016
403,GSAD,GALVESTON SHRIMP COMPANY INC,PO BOX 863,GALVESTON,TX,77553-0863,09/01/2015,08/31/2016
335,GSAD,FULTON SEAFOOD INC,2818 MCKINNEY ST,HOUSTON,TX,77003-3732,04/30/2015,04/30/2016
763,GSAD,TRULUCKS SEAFOOD LLC,9601 KATY FWY,HOUSTON,TX,77024-1342,11/01/2015,10/31/2016
2524,GSAD,HARRIS JAMES PAPPAS,13939 NORTHWEST FWY,HOUSTON,TX,77040-5115,10/13/2015,10/31/2016
1219,GSAD,AIRLINE SEAFOOD INC,1841 RICHMOND AVE,HOUSTON,TX,77098-3509,10/05/2015,08/31/2016
1928,GSAD,JOHN HAROLD RAWLINGS SR,PO BOX 118,MATAGORDA,TX,77457-0118,10/01/2015,09/30/2016
179,GSAD,JBS PACKING CO INC,PO BOX 399,PORT ARTHUR,TX,77641-0399,06/02/2015,06/30/2016
249,GSAD,MILTS SEAFOOD PLANT INC,PO BOX 895,PORT BOLIVAR,TX,77650-0895,02/20/2015,03/31/2016
2645,GSAD,DESTINY SEAFOODS LLC,PO BOX 1025,PORT ISABEL,TX,78578-1025,01/23/2015,12/31/2015
2412,GSAD,BOYDS SEAFOOD INC,PO BOX 76,TEXAS CITY,TX,77592-0076,10/16/2015,09/30/2016
2136,GSAD,JIMMY CARROLL GARNER JR,426 JEANIE LYNN ST,TIKI ISLAND,TX,77554-8105,01/30/2015,12/31/2015
2709,GSAD,PJS SEAFOOD SHOP AND DINER,1804 N NAVARRO ST,VICTORIA,TX,77901-5233,07/27/2015,09/30/2016
487,GSAD,GEORGES SEAFOOD INC,PO BOX 7207,NORFOLK,VA,23509-0207,05/05/2015,05/31/2016
